Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Publish and manage your APIs with Azure API Management,https://docs.microsoft.com/en-us/learn/modules/publish-manage-apis-with-azure-api-management/,8,"2,252","12,353",38.60%,"1,702",657,655,2,485.0347222,12.92277235,38,4.777777778,36,935,837,azure;azure-api-management,developer,beginner
Excel automation in Power Automate Desktop,https://docs.microsoft.com/en-us/learn/modules/pad-excel-automation/,9,"3,174","12,338",9.59%,"1,783",171,151,2,300.935,5.688752363,68,4.5,4,,,power-platform;power-automate,maker;developer;functional-consultant,beginner;intermediate
Introduction to Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-sentinel/,6,"2,282","12,300",44.04%,"1,685",742,660,9,519.3766667,13.65582822,29,4.8,50,,,azure;azure-sentinel,administrator;devops-engineer;solution-architect;security-engineer,beginner
Populate slowly changing dimensions in Azure Synapse Analytics pipelines,https://docs.microsoft.com/en-us/learn/modules/populate-slowly-changing-dimensions-azure-synapse-analytics-pipelines/,6,"2,072","12,262",48.93%,"1,827",894,910,1,582.2972222,16.86188867,29,4.567567568,37,,,azure-data-factory;azure-synapse-analytics,data-engineer,intermediate
Introduction to Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/m365-wvd-intro/,6,"2,456","12,211",37.31%,"2,010",750,643,7,609.53,14.89079805,28,4.816666667,60,,,m365;azure;azure-virtual-desktop,administrator,intermediate
Manage Agile software delivery plans across teams,https://docs.microsoft.com/en-us/learn/modules/manage-delivery-plans/,7,"1,862","12,208",63.08%,"1,468",926,972,1,554.9975,17.88391515,33,4.725352113,142,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Work with DataFrames in Azure Databricks,https://docs.microsoft.com/en-us/learn/modules/work-dataframes-azure-databricks/,7,"1,583","12,202",63.12%,"1,372",866,876,1,242.1586111,9.178469151,46,4.707317073,41,,,azure-databricks,data-engineer,intermediate
Understand Actionable Messages in Outlook fundamentals,https://docs.microsoft.com/en-us/learn/modules/understand-actionable-messages/,7,"2,119","12,188",31.33%,"1,899",595,535,2,397.0672222,11.2430549,16,4.875,48,,,office-outlook;office-adaptive-cards;m365,developer,beginner
Enhance your service availability and data locality by using Azure Traffic Manager,https://docs.microsoft.com/en-us/learn/modules/distribute-load-with-traffic-manager/,6,"1,866","12,132",70.61%,"1,613","1,139","1,180",3,441.5027778,14.1962308,29,4.74137931,58,664,610,azure;azure-traffic-manager;azure-virtual-network,solution-architect;administrator,beginner
Deploy Azure virtual machines from VHD templates,https://docs.microsoft.com/en-us/learn/modules/deploy-vms-from-vhd-templates/,6,"1,842","11,950",65.79%,"1,529","1,006","1,055",7,452.8558333,14.75100434,42,4.745098039,51,518,487,azure;azure-virtual-machines,solution-architect;administrator,beginner
Use AI Builder in Power Automate,https://docs.microsoft.com/en-us/learn/modules/ai-builder-power-automate/,6,"1,879","11,895",65.47%,"1,590","1,041","1,073",2,441.2788889,14.09086393,60,4.860465116,43,,,ai-builder;power-platform;power-automate,maker,intermediate
Plan to deploy updates for Windows 10 and Microsoft 365 Apps,https://docs.microsoft.com/en-us/learn/modules/windows-plan/,8,"2,295","11,834",20.58%,"2,051",422,384,2,355.9008333,9.30459695,46,4.8,20,,,windows;m365,administrator,beginner
Introduction to Git,https://docs.microsoft.com/en-us/learn/modules/intro-to-git/,10,"2,020","11,803",20.01%,"1,429",286,294,5,456.9061111,13.57146865,71,4.842105263,38,720,509,azure;github,developer;student,beginner
Train and evaluate classification models,https://docs.microsoft.com/en-us/learn/modules/train-evaluate-classification-models/,9,"1,485","11,757",61.71%,"1,251",772,706,8,787.9327778,31.83566779,47,4.68852459,61,901,605,vs-code,data-scientist,intermediate
Manipulate and format string data for display in Python,https://docs.microsoft.com/en-us/learn/modules/python-format-strings/,8,"1,361","11,708",54.61%,"1,117",610,663,3,698.8858333,30.81054372,31,4.861538462,65,,,vs,developer;student,beginner
Configure app service plans,https://docs.microsoft.com/en-us/learn/modules/configure-app-service-plans/,7,"1,392","11,672",79.00%,"1,262",997,"1,081",6,356.7605556,15.37761015,21,4.723404255,47,,,azure-app-service,administrator,intermediate
Optimize the performance of Azure Cosmos DB by using partitioning and indexing strategies,https://docs.microsoft.com/en-us/learn/modules/monitor-and-scale-cosmos-db/,9,"1,359","11,660",22.29%,"1,117",249,274,1,467.6441667,20.64654157,76,4.666666667,12,711,614,azure;azure-cosmos-db,developer;solution-architect,intermediate
Microsoft Azure Well-Architected Framework - Cost optimization,https://docs.microsoft.com/en-us/learn/modules/azure-well-architected-cost-optimization/,6,"2,080","11,649",60.18%,"1,424",857,877,14,536.8661111,15.48652244,51,4.887323944,71,,,azure;azure-cost-management;azure-advisor;azure-monitor,solution-architect,intermediate
Introduction to collaborating with Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/introduction-to-collaborating-microsoft-teams/,6,"2,077","11,589",53.55%,"1,692",906,749,9,189.3652778,5.470349864,25,4.776315789,76,,,m365;office-teams,business-analyst;business-owner;business-user;student,beginner
Add calculated tables and columns to Power BI Desktop models,https://docs.microsoft.com/en-us/learn/modules/dax-power-bi-add-calculated-tables/,6,"2,433","11,491",38.08%,"1,657",631,601,6,540.3997222,13.32675024,19,4.815789474,38,,,power-bi;power-platform,maker;data-analyst,intermediate
Encrypt network traffic end to end with Azure Application Gateway,https://docs.microsoft.com/en-us/learn/modules/end-to-end-encryption-with-app-gateway/,7,"1,520","11,459",78.07%,"1,204",940,"1,005",3,307.1622222,12.12482456,77,4.787878788,33,,,azure;azure-virtual-network;azure-application-gateway,solution-architect;developer;security-engineer,intermediate
Explore Azure Synapse Studio,https://docs.microsoft.com/en-us/learn/modules/explore-azure-synapse-studio/,10,"1,293","11,447",63.34%,"1,031",653,686,1,391.6641667,18.17467131,43,4.153846154,26,,,azure-synapse-analytics,data-engineer,beginner
Stage a web app deployment for testing and rollback by using App Service deployment slots,https://docs.microsoft.com/en-us/learn/modules/stage-deploy-app-service-deployment-slots/,6,"2,162","11,415",54.44%,"1,532",834,871,1,582.5127778,16.16594203,44,4.483870968,31,,,azure;dotnet;aspnet-core;dotnet-core,developer,beginner
Take your first steps with Power Automate Desktop,https://docs.microsoft.com/en-us/learn/modules/pad-first-steps/,7,"2,025","11,398",32.79%,"1,668",547,451,5,364.9563889,10.81352263,37,4.728813559,59,,,power-platform;power-automate,maker;business-user;developer;functional-consultant,beginner
Microsoft Azure Well-Architected Framework - Operational excellence,https://docs.microsoft.com/en-us/learn/modules/azure-well-architected-operational-excellence/,6,"1,939","11,389",55.96%,"1,687",944,997,12,681.7583333,21.0961836,54,4.8,50,,,azure,solution-architect,intermediate
Discover commands in PowerShell,https://docs.microsoft.com/en-us/learn/modules/discover-commands/,7,"1,709","11,285",62.56%,"1,373",859,968,10,374.4588889,13.14659645,13,4.797979798,99,640,566,vs,developer;student,beginner
Orchestrate machine learning with pipelines,https://docs.microsoft.com/en-us/learn/modules/create-pipelines-in-aml/,10,"1,091","11,277",51.05%,909,464,491,1,393.6927778,21.6512985,55,4.666666667,12,,,azure;azure-machine-learning,data-scientist,beginner
Branch code execution with the if and else statements in Python,https://docs.microsoft.com/en-us/learn/modules/python-if-elif-else/,7,"1,626","11,276",58.05%,"1,330",772,824,12,600.5780556,22.16155187,27,4.81443299,97,,,vs,developer;student,beginner
Introduction to scripting in PowerShell,https://docs.microsoft.com/en-us/learn/modules/script-with-powershell/,11,"1,877","11,275",26.81%,"1,309",351,389,1,652.0116667,20.84214172,44,4.45,40,650,456,vs,developer,beginner
Introduction to disability and accessibility,https://docs.microsoft.com/en-us/learn/modules/intro-accessibility-disability/,5,"1,785","11,265",60.53%,"1,614",977,873,15,234.9402778,7.897152194,31,4.808823529,68,,,m365,administrator;student,beginner
Configure file and folder backups,https://docs.microsoft.com/en-us/learn/modules/configure-file-folder-backups/,8,"1,389","11,259",63.90%,"1,302",832,803,9,392.7980556,16.9675186,24,4.837837838,37,,,azure-backup,administrator,intermediate
Integrate SQL and Apache Spark pools in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/integrate-sql-apache-spark-pools-azure-synapse-analytics/,11,"1,171","11,258",53.13%,926,492,513,,414.6016667,21.24346712,33,4.142857143,14,,,azure-synapse-analytics,data-engineer,intermediate
Build a web API with Node.js and Express using JavaScript,https://docs.microsoft.com/en-us/learn/modules/build-web-api-nodejs-express/,7,"3,193","11,132",9.67%,"1,562",151,94,9,390.6986111,7.341658837,22,4.444444444,9,,,azure,developer;student,beginner
Route and process data automatically using Logic Apps,https://docs.microsoft.com/en-us/learn/modules/route-and-process-data-logic-apps/,9,"1,396","11,089",47.78%,"1,128",539,567,2,554.8077778,23.84560649,56,4.243243243,37,670,528,azure;azure-portal;azure-logic-apps,developer,beginner
Microsoft Azure IoT strategy and solutions,https://docs.microsoft.com/en-us/learn/modules/azure-iot-strategy-and-solutions/,6,"1,707","11,024",64.08%,"1,353",867,878,8,544.8994444,19.1528803,23,4.757142857,70,,,azure-iot,business-user,beginner
Configure storage with tools,https://docs.microsoft.com/en-us/learn/modules/configure-storage-tools/,6,"1,521","11,023",84.39%,"1,429","1,206","1,308",4,409.3430556,16.14765505,18,4.793103448,58,,,azure-storage,administrator,intermediate
Optimize data warehouse query performance in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/optimize-data-warehouse-query-performance-azure-synapse-analytics/,12,"1,131","10,982",55.73%,881,491,518,2,413.0419444,21.91203949,62,4.470588235,17,,,azure-synapse-analytics,data-engineer,intermediate
Introduction to Azure Data Lake Storage,https://docs.microsoft.com/en-us/learn/modules/introduction-to-azure-data-lake-storage/,7,"1,884","10,961",48.05%,"1,463",703,627,2,424.5102778,13.5194356,30,4.666666667,21,,,azure,data-engineer,beginner
Configure chart of accounts in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-chart-accounts-dyn365-finance/,22,979,"10,904",21.89%,667,146,141,1,477.2830556,29.25125979,139,4.571428571,7,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate
Configure Azure Firewall,https://docs.microsoft.com/en-us/learn/modules/configure-azure-firewall/,6,"1,474","10,896",77.87%,"1,374","1,070","1,125",5,373.4047222,15.19964948,18,4.906976744,43,,,azure-firewall,administrator,intermediate
Use data loading best practices in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/use-data-loading-best-practices-azure-synapse-analytics/,11,932,"10,834",61.98%,818,507,534,,398.045,25.62521459,54,4.368421053,19,,,azure-synapse-analytics,data-engineer,intermediate
Microsoft Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/modules/microsoft-cloud-adoption-framework-for-azure/,9,"1,832","10,803",45.77%,"1,051",481,490,2,326.5263889,10.69409571,50,4.75,32,,,azure,business-user,beginner
Describe endpoint security with Microsoft Intune,https://docs.microsoft.com/en-us/learn/modules/describe-endpoint-security-with-microsoft-intune/,5,"1,784","10,780",76.15%,"1,572","1,197","1,235",4,379.1911111,12.75306428,19,4.9,60,,,mem-intune,business-user;student,beginner
Configure network routing and endpoints,https://docs.microsoft.com/en-us/learn/modules/configure-network-routing-endpoints/,9,"1,051","10,769",80.02%,966,773,820,5,381.6186111,21.78602918,27,4.861111111,36,,,azure-virtual-network,administrator,intermediate
Train a machine learning model with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/train-local-model-with-azure-mls/,7,"1,492","10,755",47.10%,"1,189",560,552,4,348.2719444,14.00557417,40,4.705882353,34,,,azure;azure-machine-learning,data-scientist;student,beginner
Introduction to expressions in Power Automate,https://docs.microsoft.com/en-us/learn/modules/introduction-expressions/,8,"1,806","10,687",42.25%,"1,349",570,561,1,395.2513889,13.13127538,49,4.923076923,26,,,power-platform;power-automate,functional-consultant;maker;developer,intermediate
Perform mathematical operations on numeric data in Python,https://docs.microsoft.com/en-us/learn/modules/python-datatypes-numeric-operations/,10,"1,224","10,622",55.71%,937,522,564,1,421.5327778,20.66337146,37,4.818181818,55,,,vs,developer;student,beginner
Build and query a Delta Lake,https://docs.microsoft.com/en-us/learn/modules/build-query-delta-lake/,7,"1,442","10,588",57.14%,"1,218",696,706,1,425.1647222,17.69062644,43,4.692307692,26,,,azure-databricks,data-engineer,intermediate
"Publish an Angular, React, Svelte, or Vue JavaScript app with Azure Static Web Apps",https://docs.microsoft.com/en-us/learn/modules/publish-app-service-static-web-app-api/,5,"2,798","10,536",19.80%,"1,581",313,306,4,291.5852778,6.252722183,18,4.666666667,30,406,350,azure;azure-app-service;azure-app-service-static,developer,beginner
"Create, configure, and manage identities",https://docs.microsoft.com/en-us/learn/modules/create-configure-manage-identities/,11,"1,140","10,516",55.28%,919,508,533,5,387.35,20.38684211,35,4.724137931,29,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced
Analyze your device and app readiness for Windows 10,https://docs.microsoft.com/en-us/learn/modules/m365-modern-device-app/,5,"1,916","10,514",61.98%,"1,557",965,997,10,363.5855556,11.38576896,18,4.806451613,62,,,m365;office-365;windows,administrator,intermediate
Describe Dynamics 365 Customer Service components,https://docs.microsoft.com/en-us/learn/modules/describe-dynamics-365-customer-service-components/,9,"1,152","10,511",70.14%,"1,018",714,742,3,366.4083333,19.08376736,41,4.774193548,31,,,dynamics-customer-service,business-owner;business-user;functional-consultant;student,beginner
Create a release pipeline in Azure Pipelines,https://docs.microsoft.com/en-us/learn/modules/create-release-pipeline/,9,"1,876","10,508",27.94%,"1,435",401,421,1,560.5761111,17.92887349,57,4.727272727,22,,,azure;azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Review additional marketing apps,https://docs.microsoft.com/en-us/learn/modules/review-additional-marketing-apps/,7,"1,315","10,427",77.37%,"1,193",923,946,1,354.9994444,16.19769328,31,4.815217391,92,,,dynamics-cust-insights;dynamics-marketing,business-owner;business-user;functional-consultant;student,beginner
Deploy a containerized application on Azure Kubernetes Service,https://docs.microsoft.com/en-us/learn/modules/aks-deploy-container-app/,8,"1,598","10,410",22.20%,"1,302",289,316,,531.6822222,19.96303713,64,4.409090909,22,397,291,azure;azure-kubernetes-service;azure-container-registry,solution-architect;developer;devops-engineer,beginner
Secure your identities by using Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-ad/,6,"1,802","10,363",54.30%,"1,501",815,839,1,796.2344444,26.51169071,27,4.72,50,,,azure;azure-active-directory;azure-active-directory-b2c;azure-active-directory-domain,solution-architect;administrator;developer,beginner
Configure Azure Container Instances,https://docs.microsoft.com/en-us/learn/modules/configure-azure-container-instances/,7,"1,298","10,342",77.15%,"1,186",915,991,5,397.6527778,18.38148433,21,4.76744186,43,,,azure-container-instances,administrator,intermediate
Introduction to business process flows in Power Automate,https://docs.microsoft.com/en-us/learn/modules/intro-business-process-flows/,5,"2,339","10,308",40.80%,"1,983",809,742,2,344.5294444,8.837865185,31,4.727272727,33,,,power-automate;power-platform,maker;functional-consultant;business-user,intermediate
Manage leads with Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/modules/manage-leads-dynamics-365-sales/,7,"1,692","10,296",27.59%,"1,370",378,349,2,575.2663889,20.39951734,64,4.636363636,33,315,251,dynamics-365;dynamics-sales,functional-consultant;business-user,intermediate
Introduction to AI technology,https://docs.microsoft.com/en-us/learn/modules/introduction-to-ai-technology/,7,"1,513","10,192",53.13%,"1,133",602,532,9,213.8361111,8.479951531,37,4.773584906,53,,,azure;dynamics-365;m365,functional-consultant;business-user,beginner
Use the Admin center to manage environments and data policies in Power Automate,https://docs.microsoft.com/en-us/learn/modules/administer-flows/,5,"1,902","10,151",72.29%,"1,530","1,106","1,124",1,254.5372222,8.02956537,36,4.791666667,48,,,power-platform;power-automate,functional-consultant;maker;administrator,beginner
Configure virtual network peering,https://docs.microsoft.com/en-us/learn/modules/configure-vnet-peering/,7,"1,256","10,117",79.62%,"1,148",914,982,4,290.2005556,13.86308386,21,4.948717949,39,,,azure-virtual-network,administrator,intermediate
Identify guiding principles for responsible AI,https://docs.microsoft.com/en-us/learn/modules/responsible-ai-principles/,9,"1,892","10,115",33.16%,"1,541",511,521,5,307.7627778,9.759918957,56,4.620689655,29,,,azure;dynamics-365;m365,functional-consultant;business-user,intermediate
Work with Data in Azure Machine Learning,https://docs.microsoft.com/en-us/learn/modules/work-with-data-in-aml/,8,"1,092","10,115",56.38%,933,526,540,6,395.88,21.75164835,45,4.904761905,21,,,azure;azure-machine-learning,data-scientist;student,beginner
Back up and restore your Azure SQL database,https://docs.microsoft.com/en-us/learn/modules/backup-restore-azure-sql/,8,"1,619","10,095",46.45%,"1,240",576,613,,352.4697222,13.06249743,41,4.75862069,29,469,424,azure,solution-architect,beginner
Deploy the Microsoft Defender for Endpoint environment,https://docs.microsoft.com/en-us/learn/modules/deploy-microsoft-defender-for-endpoints-environment/,9,"1,213","10,022",52.91%,"1,049",555,566,5,349.5094444,17.28818357,43,4.685714286,35,,,m365;windows,security-operations-analyst,intermediate
Choose the correct data type in your C# code,https://docs.microsoft.com/en-us/learn/modules/csharp-choose-data-type/,8,"1,484","9,962",44.63%,"1,340",598,558,2,438.5497222,17.73112084,34,5,47,,,dotnet,developer;student,beginner
Introduction to building apps for Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/intro-microsoft-teams-apps/,6,"1,804","9,960",39.74%,"1,389",552,519,5,444.5416667,14.78519956,39,4.75,40,,,m365;office-teams,developer;devops-engineer,beginner;intermediate
Write your first Windows 10 application,https://docs.microsoft.com/en-us/learn/modules/write-your-first-windows10-app/,6,"3,428","9,905",7.29%,"1,921",140,112,1,331.3741667,5.800014586,60,4.833333333,12,,,windows,developer,beginner
Implement a code workflow in your build pipeline by using Git and GitHub,https://docs.microsoft.com/en-us/learn/modules/implement-code-workflow/,10,"1,320","9,884",49.89%,936,467,514,4,434.9352778,19.76978535,87,4.814814815,27,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Configure ExpressRoute and Virtual WAN,https://docs.microsoft.com/en-us/learn/modules/configure-expressroute-virtual-wan/,8,"1,097","9,842",80.70%,"1,005",811,876,5,349.0727778,19.09240352,24,4.923076923,39,,,azure-expressroute,administrator,intermediate
Deploy Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/modules/m365-deploy-wvd/,7,"1,759","9,817",32.36%,"1,298",420,409,1,384.0594444,13.100379,34,4.862068966,29,,,m365;azure;azure-virtual-desktop,administrator,intermediate
Managing cases with Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/managing-cases-with-dynamics-365/,11,"1,738","9,806",22.22%,"1,134",252,238,,487.4941667,16.82948792,81,4.9,10,,,dynamics-365;dynamics-customer-service,business-user;functional-consultant,intermediate
Customize Finance and Operations apps by using Visual Studio,https://docs.microsoft.com/en-us/learn/modules/customize-visual-studio-finance-operations/,9,"1,541","9,801",12.76%,"1,497",191,172,,1302.339167,50.70756003,93,5,7,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,beginner
Configure virtual machine extensions,https://docs.microsoft.com/en-us/learn/modules/configure-virtual-machine-extensions/,6,"1,278","9,758",83.94%,"1,183",993,"1,074",5,257.2472222,12.07733438,18,4.688888889,45,,,azure-virtual-machines,administrator,intermediate
Operationalize your Azure Data Factory or Azure Synapse Pipeline,https://docs.microsoft.com/en-us/learn/modules/operationalize-azure-data-factory-pipelines/,9,"1,207","9,745",65.87%,"1,002",660,684,1,542.6319444,26.97424745,47,4.681818182,22,,,azure-data-factory;azure-synapse-analytics,data-engineer;data-scientist,intermediate
Explore Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/modules/examine-dynamics-365-project-operations/,7,"1,274","9,726",70.28%,"1,127",792,808,1,389.8883333,18.36208791,30,4.636363636,33,,,dynamics-365;dynamics-project-operations,business-owner;business-user;functional-consultant;student,beginner
Describe resource governance capabilities in Azure,https://docs.microsoft.com/en-us/learn/modules/describe-resource-governance-capabilities-azure/,6,"1,389","9,716",74.77%,"1,296",969,"1,022",1,196.0747222,8.46975042,15,4.897959184,49,,,azure,business-user;student,beginner
Creating accessible content with Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/accessible-content-m365/,7,"1,274","9,714",75.30%,996,750,745,5,237.5555556,11.18785976,51,4.888888889,45,,,m365,administrator;student,beginner
Review other customer service apps,https://docs.microsoft.com/en-us/learn/modules/review-other-customer-service-apps/,9,977,"9,704",74.64%,891,665,695,,350.9547222,21.55300239,51,4.854545455,55,,,dynamics-cust-svc-insights;dynamics-customer-service,business-owner;business-user;functional-consultant;student,beginner
"Monitor, diagnose, and troubleshoot your Azure storage",https://docs.microsoft.com/en-us/learn/modules/monitor-diagnose-and-troubleshoot-azure-storage/,7,"1,470","9,703",68.38%,"1,186",811,830,2,332.5530556,13.5735941,41,4.583333333,48,505,462,azure;azure-storage,solution-architect;developer,intermediate
Implement and manage external identities,https://docs.microsoft.com/en-us/learn/modules/implement-manage-external-identities/,12,967,"9,675",52.62%,821,432,464,1,468.0283333,29.04002068,60,4.769230769,26,,,azure;azure-active-directory,administrator;identity-access-admin;security-engineer,advanced
Create your first Azure IoT Central app,https://docs.microsoft.com/en-us/learn/modules/create-your-first-iot-central-app/,9,"1,001","9,644",36.21%,812,294,305,4,464.2794444,27.82893773,82,4.578947368,19,,,azure-iot;azure-iot-central;azure-maps,developer,beginner
Plan and implement legal entities in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/plan-implement-legal-entities-finance-operations/,17,754,"9,601",40.82%,632,258,255,2,491.7708333,39.13295756,114,4.666666667,18,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,intermediate
Power Automate Desktop development essentials,https://docs.microsoft.com/en-us/learn/modules/pad-power-automate-desktop-development-essentials/,9,"1,317","9,490",40.89%,949,388,350,,284.5508333,12.9635915,45,4.612244898,49,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Execute existing SSIS packages in Azure Data Factory,https://docs.microsoft.com/en-us/learn/modules/execute-existing-ssis-packages-azure-data-factory/,8,"1,231","9,458",68.00%,"1,003",682,722,3,357.7341667,17.43627132,24,4.48,25,,,azure-data-factory;azure-synapse-analytics,data-engineer,intermediate
Ingest data with Apache Spark notebooks in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/ingest-data-with-apache-spark-notebooks-azure-synapse-analytics/,14,745,"9,327",60.49%,658,398,420,,240.7588889,19.38997763,42,4.636363636,11,,,azure-synapse-analytics,data-engineer,intermediate
Introduction to App Center,https://docs.microsoft.com/en-us/learn/modules/intro-to-app-center/,9,"1,253","9,315",57.47%,990,569,610,2,508.5852778,24.35364459,49,4.816326531,49,,,azure;azure-portal;vs-app-center,developer;devops-engineer,beginner
Applications and infrastructure migration and modernization,https://docs.microsoft.com/en-us/learn/modules/app-and-infra-migration-and-modernization/,9,"1,204","9,308",60.22%,832,501,515,3,250.3405556,12.47544297,43,4.826086957,46,,,azure,business-user,beginner
Write your first PowerShell code,https://docs.microsoft.com/en-us/learn/modules/powershell-write-first/,7,"1,508","9,285",48.45%,"1,098",532,588,2,284.4863889,11.31908709,17,4.745762712,59,549,471,dotnet,developer;student,beginner
Get started with Go,https://docs.microsoft.com/en-us/learn/modules/go-get-started/,8,"1,497","9,270",29.20%,"1,346",393,174,2,293.0288889,11.74464485,26,4.925925926,27,,,azure;vs-code,student,beginner
Configure Azure Monitor,https://docs.microsoft.com/en-us/learn/modules/configure-azure-monitor/,9,956,"9,234",77.26%,862,666,704,3,256.8466667,16.12008368,27,4.827586207,29,,,azure-monitor,administrator,intermediate
Protect your APIs on Azure API Management,https://docs.microsoft.com/en-us/learn/modules/protect-apis-on-api-management/,8,"1,736","9,229",47.02%,"1,123",528,517,2,285.2025,9.857229263,43,4.814814815,27,533,503,azure;azure-api-management,developer,beginner
Manage build dependencies with Azure Artifacts,https://docs.microsoft.com/en-us/learn/modules/manage-build-dependencies/,10,"1,233","9,127",49.55%,896,444,426,,331.3766667,16.12538524,55,4.807692308,26,,,azure-devops,devops-engineer;administrator;developer;solution-architect,intermediate
Protect your endpoint environment with Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/protect-endpoints-with-endpoint-manager/,8,"1,216","9,121",71.44%,998,713,775,3,345.0402778,17.02501371,19,4.733333333,60,,,mem;m365,administrator,beginner
Work with data management in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/work-data-management-finance-operations/,11,945,"9,075",49.39%,741,366,359,4,501.5233333,31.84275132,88,4.736842105,19,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect;developer,intermediate
Introduction to blockchain on Azure,https://docs.microsoft.com/en-us/learn/modules/intro-to-blockchain/,7,"1,718","9,026",19.59%,"1,526",299,209,4,461.0569444,16.10210516,34,4.942857143,35,,,azure;azure-blockchain-service;azure-blockchain-workbench,developer;solution-architect;student,beginner
Working with choices in Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/modules/working-with-option-sets/,5,"1,625","9,024",75.02%,"1,361","1,021","1,049",2,215.4138889,7.95374359,16,4.902439024,41,,,dynamics-365;power-platform;common-data-service;power-apps,functional-consultant,beginner
Introduction to GitHub in Visual Studio Code,https://docs.microsoft.com/en-us/learn/modules/introduction-to-github-visual-studio-code/,9,"2,227","9,003",6.62%,"1,238",82,65,,240.5122222,6.479898219,22,4.714285714,7,,,github;azure,devops-engineer;administrator;developer;solution-architect;student,beginner
Modify DAX filter context in Power BI Desktop models,https://docs.microsoft.com/en-us/learn/modules/dax-power-bi-modify-filter/,7,"1,549","8,967",40.58%,"1,104",448,444,1,563.7397222,21.83627071,37,4.411764706,17,,,power-bi;power-platform,maker;data-analyst,intermediate
Add custom domain name to Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,5,"1,670","8,961",79.82%,"1,323","1,056","1,140",10,240.6858333,8.64739521,18,4.94,50,,,azure;azure-active-directory,administrator,beginner
Migrate your relational data stored in SQL Server to Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-server-relational-data/,8,"1,254","8,954",62.55%,956,598,630,1,353.3861111,16.90842637,84,4.558823529,34,,,azure;azure-sql-database;azure-migrate,solution-architect;administrator,beginner
Construct KQL statements for Azure Sentinel,https://docs.microsoft.com/en-us/learn/modules/construct-kusto-query-language-statements/,10,"1,062","8,856",34.21%,956,327,292,1,288.2755556,16.28675455,36,4.555555556,9,,,azure;azure-sentinel,security-operations-analyst,intermediate
Explore Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/modules/examine-dynamics-365-customer-service/,6,"1,382","8,855",66.53%,"1,213",807,819,3,350.3169444,15.20912928,21,4.897959184,49,,,dynamics-customer-service,business-owner;business-user;functional-consultant;student,beginner
Design a multidimensional schema to optimize analytical workloads,https://docs.microsoft.com/en-us/learn/modules/design-multidimensional-schema-to-optimize-analytical-workloads/,9,"1,002","8,852",64.36%,822,529,560,1,288.2544444,17.26074518,44,4.857142857,21,,,azure-synapse-analytics,data-engineer,intermediate
Introduction to infrastructure as code using Bicep,https://docs.microsoft.com/en-us/learn/modules/introduction-to-infrastructure-as-code-using-bicep/,8,"1,678","8,829",34.97%,"1,224",428,435,1,377.1013889,13.48395908,40,4.852941176,34,,,azure-resource-manager,devops-engineer;developer;administrator,beginner
Understand device management using Microsoft Endpoint Manager,https://docs.microsoft.com/en-us/learn/modules/manage-devices-with-microsoft-endpoint-manager/,9,"1,107","8,808",62.14%,906,563,620,2,362.345,19.63929539,27,4.844444444,45,,,mem;m365,administrator,beginner
