Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
"                تصميم التعلّم للقرن الحادي والعشرين،الدورة الثالثة:التواصل بمهارة",https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-3/,9,2,2,NaN,0,0,,,0,0,114,,,,,office-word,k-12-educator;school-leader,beginner
               تصميم التعلم للقرن الحادي والعشرين: الدورة الخامسة – التنظيم الذاتي,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-5/,9,2,2,NaN,0,0,,,0.002222222,0.133333333,86,,,,,office-word,k-12-educator;school-leader,beginner
              تصميم التعلم للقرن الحادي والعشرين:الدورة الثانية-التعاون,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-2-collaboration/,9,2,2,NaN,0,0,,,0.001666667,0.1,103,,,,,office-365,k-12-educator;school-leader,beginner
 Support learning environments with instructional leadership,https://docs.microsoft.com/en-us/learn/modules/support-learn-environments-instructional-leadership/,8,176,906,35.00%,80,14,11,,4.511666667,3.076136364,34,5,1,,,office-forms;office-teams;office-365,k-12-educator;school-leader,intermediate
 تصميم التعلم للقرن الحادي والعشرين: الدورة السادسة – حل المشكلات الواقعية والابتكار,https://docs.microsoft.com/en-us/learn/modules/21st-century-learning-design-course-6/,9,2,2,NaN,0,0,,,0.010833333,0.65,96,,,,,office-365,k-12-educator;school-leader,beginner
[はじめての Teams ①] Microsoft Teams の概要,https://docs.microsoft.com/en-us/learn/modules/hajimeteno-teams/,8,4,4,NaN,0,0,,,0.019722222,0.591666667,27,,,,,office-teams;office-365,k-12-educator;school-leader,beginner
"¿Cómo administrar y Organizar mis ""equipos de clase"" con Teams?... desde cero. Ciclo Webinars Teams 8/9",https://docs.microsoft.com/en-us/learn/modules/administrar-organizar-equipos-clase/,16,10,18,NaN,0,0,,,0.962222222,11.54666667,67,,,,,office-teams,k-12-educator;school-leader,intermediate
2021مدرب ساعة برمجة,https://docs.microsoft.com/en-us/learn/modules/hour-of-code-trainer-2021/,7,22,146,12.50%,16,1,1,,0.592777778,3.233333333,23,,,,,minecraft,k-12-educator,beginner
5G business models for Azure cloud technologies in enterprise,https://docs.microsoft.com/en-us/learn/modules/5g-business-models/,6,130,572,63.16%,76,24,23,,8.960555556,8.271282051,40,5,3,,,azure-iot-edge,ai-edge-engineer,beginner
Accelerate and scale a Spring Boot application with Azure Cache for Redis,https://docs.microsoft.com/en-us/learn/modules/accelerate-scale-spring-boot-application-azure-cache-redis/,9,568,"3,362",52.30%,348,91,98,,47.08027778,9.946537559,41,5,4,,,azure;azure-cache-redis;azure-app-service,developer,intermediate
Accelerate high-performance computing storage by using Azure HPC Cache,https://docs.microsoft.com/en-us/learn/modules/accelerate-storage-with-hpc-cache/,7,132,836,86.00%,100,43,44,,4.611666667,4.192424242,22,5,1,,,azure;azure-hpc-cache,administrator;technology-manager;solution-architect,beginner
Accelerate your migration and modernization journey to Azure,https://docs.microsoft.com/en-us/learn/modules/accelerate-azure-migration-journey/,8,304,"1,590",33.75%,164,27,30,,45.34611111,18.13844444,66,,,,,azure;azure-migrate,administrator;developer;solution-architect;auditor;business-analyst;business-owner;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,beginner
Accesibilidad y educación inclusiva: atiende a las necesidades de tus estudiantes,https://docs.microsoft.com/en-us/learn/modules/accesibilidad-y-educacion-inclusiva-atiende-a-las-necesidad/,12,42,134,12.50%,16,1,1,,3.251388889,9.28968254,50,,,,,office-teams;office-365;office-onenote,k-12-educator,beginner
Access a user's calendar events in a JavaScript app with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-user-events/,7,175,804,22.00%,101,11,8,,11.42638889,7.880268199,50,5,2,,,m365;ms-graph,developer,intermediate
Access a user's calendar events in an ASP.NET Core app with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-dotnet-core-access-user-events/,7,186,"1,104",50.00%,116,29,30,1,7.381388889,4.76218638,30,5,3,,,m365;ms-graph;dotnet-core,developer,intermediate
Access external libraries from TypeScript,https://docs.microsoft.com/en-us/learn/modules/typescript-work-external-libraries/,8,360,"2,148",43.59%,234,51,53,,43.88916667,14.62972222,46,5,2,,,azure;vs-code,student;developer,intermediate
Access Files with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-file-data/,8,934,"4,426",28.44%,654,93,100,,117.3044444,15.07123483,62,5,2,,,m365;ms-graph,developer,intermediate
Access metrics from your Azure Blob Storage Containers Programmatically,https://docs.microsoft.com/en-us/learn/modules/access-blob-storage-metrics-from-code/,6,72,278,28.57%,28,4,4,,0.489166667,0.815277778,42,,,,,azure,developer,beginner
Access Microsoft Dataverse in Power Apps portals,https://docs.microsoft.com/en-us/learn/modules/portals-access-common-data-service/,6,"1,360","4,826",29.79%,869,129,125,,149.6238889,13.24105211,50,4.8,5,,,power-apps;power-platform,functional-consultant;maker;developer,intermediate
Access REST services from within Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/access-rest-services/,8,229,"1,470",24.39%,166,20,19,,59.02916667,31.34292035,60,,,,,dynamics-365;dynamics-business-central,developer,intermediate
Access User Data from Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-access-user-data/,8,570,"3,364",39.15%,424,83,94,,66.87388889,14.07871345,82,5,1,,,m365;ms-graph,developer,intermediate
Access user photo information by using Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-user-photo-information/,4,254,906,61.63%,172,53,60,,8.455555556,3.994750656,17,5,7,,,m365;ms-graph,developer,beginner
"Accessibility, special education, and online learning: Supporting equity in a remote learning environment",https://docs.microsoft.com/en-us/learn/modules/accessibility-special-education-online-learning-equity/,11,242,"1,370",51.79%,112,29,28,4,7.480555556,3.709366391,47,5,5,,,office-teams;office-365;office-onenote,k-12-educator;school-leader,beginner
Activate spatial audio for your HoloLens 2 application,https://docs.microsoft.com/en-us/learn/modules/spatial-audio-tutorials-mrtk/,13,260,"1,876",28.89%,180,26,29,,23.48388889,10.83871795,23,5,1,,,windows;windows-mixed-reality;mrtk;hololens;azure;mrtk,developer,beginner
Active Directory handling in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-active-directory/,5,"1,026","3,980",30.90%,602,93,98,,80.68333333,9.436647173,32,4.8,5,,,power-platform;power-automate,administrator;developer;maker,advanced
Active Directory handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/active-directory/,5,172,564,59.09%,88,26,27,,6.606944444,4.609496124,34,,,,,power-platform;power-automate,administrator;developer;maker,advanced
Add a custom domain in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-microsoft-365/,7,682,"4,840",73.54%,582,214,250,,111.3647222,19.59496579,33,4.75,12,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate
Add a layout to a report in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/add-layout-report/,6,216,"1,306",41.03%,156,32,30,,39.96222222,22.20123457,52,4,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Add and size disks in Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/add-and-size-disks-in-azure-virtual-machines/,7,"4,250","20,941",45.49%,"2,981",675,713,6,316.7944444,8.957430097,36,4.818181818,44,349,282,azure;azure-virtual-machines;azure-portal;azure-disk-storage,developer;administrator,intermediate
Add Azure Cognitive Services to your mixed reality project,https://docs.microsoft.com/en-us/learn/modules/azure-speech-services-tutorials-mrtk/,11,427,"2,020",22.13%,245,27,31,,29.58083333,8.332629108,29,3.666666667,3,,,windows;windows-mixed-reality;mrtk;hololens;azure;mrtk,developer,beginner
Add calculated tables and columns to Power BI Desktop models,https://docs.microsoft.com/en-us/learn/modules/dax-power-bi-add-calculated-tables/,6,"5,154","23,622",36.12%,"3,646",657,610,3,611.5072222,14.2819904,19,4.675675676,37,,,power-bi;power-platform,maker;data-analyst,intermediate
Add custom domain name to Azure Active Directory,https://docs.microsoft.com/en-us/learn/modules/add-custom-domain-name-azure-active-directory/,5,"4,308","23,221",81.82%,"3,407","1,395","1,545",3,297.9805556,8.315736434,18,4.901234568,81,,,azure;azure-active-directory,administrator,beginner
Add decision logic to your code using the if-elseif-else statement in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-if-elseif-else/,7,"6,123","43,494",62.07%,"4,891","1,504","1,657",8,1147.614722,22.55384321,33,4.878787879,165,,,dotnet,developer;student,beginner
Add looping logic to your code using the do-while and while statements in C#,https://docs.microsoft.com/en-us/learn/modules/csharp-do-while/,6,"1,615","11,334",67.25%,"1,256",421,462,2,218.0238889,16.25022774,23,4.866666667,45,,,dotnet,developer;student,beginner
Add machine learning to a Universal Windows Platform (UWP) app,https://docs.microsoft.com/en-us/learn/modules/add-machine-learning-to-uwp-app/,5,214,428,4.23%,142,3,3,,8.888333333,4.98411215,60,5,1,,,windows,developer,beginner
Add measures to Power BI Desktop models,https://docs.microsoft.com/en-us/learn/modules/dax-power-bi-add-measures/,7,"3,059","18,169",49.28%,"2,371",584,539,,384.1622222,15.12449694,13,4.555555556,27,,,power-bi;power-platform,maker;data-analyst,intermediate
Add new objects to Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/add-new-objects/,10,565,"5,410",53.66%,411,110,105,2,135.6369444,28.85892435,55,4.727272727,11,,,dynamics-365;dynamics-business-central,developer,beginner
Add principles of inclusive design to your Windows app,https://docs.microsoft.com/en-us/learn/modules/write-inclusive-windows-apps/,6,150,516,45.45%,66,15,16,,6.063611111,4.850888889,75,5,1,,,windows,developer,intermediate
Add reports to Tell Me and substitute a report in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/add-reports-tell-me/,5,120,682,63.41%,82,26,26,,15.34833333,15.34833333,22,,,,,dynamics-365;dynamics-business-central,developer,intermediate
Address tangible risks with the Govern methodology of the Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/modules/cloud-adoption-framework-govern/,9,242,"1,738",72.84%,162,59,60,,33.6275,16.67479339,76,,,,,azure,administrator;developer;solution-architect;auditor;business-analyst;business-owner;functional-consultant;privacy-manager;risk-practitioner;security-engineer;student;technology-manager,beginner
Adjust exchange rates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/adjust-exchange-rates-dynamics-365-business-central/,5,317,"1,044",25.51%,196,25,27,,14.85972222,5.642932489,36,5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Adjust inventory in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/adjust-inventory/,8,388,"2,454",46.81%,283,66,60,,55.93861111,17.3902418,48,5,4,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Adjust process behavior using conditional actions with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-conditionals/,7,582,"4,256",68.75%,450,154,156,1,85.455,17.68034483,40,4.333333333,3,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Adjust process behavior using conditional actions with WinAutomation,https://docs.microsoft.com/en-us/learn/modules/conditionals/,7,92,532,71.88%,64,23,24,,3.861666667,5.036956522,40,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Administer and configure Dynamics 365 Sales Professional,https://docs.microsoft.com/en-us/learn/modules/administer-configure-d365-sales-professional/,17,467,"4,844",42.17%,333,70,70,,46.52638889,11.98104435,62,5,3,,,dynamics-365;dynamics-sales,administrator;business-user;functional-consultant,intermediate
Administer and manage Windows Server IaaS Virtual Machine remotely,https://docs.microsoft.com/en-us/learn/modules/administer-manage-windows-server-iaas-virtual-machine-remotely/,7,431,"2,634",57.05%,300,85,69,,30.17,8.458878505,44,5,8,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Administer Business Central online,https://docs.microsoft.com/en-us/learn/modules/admin-online-dynamics-365-business-central/,11,"1,683","12,162",29.14%,"1,515",220,191,,411.1730556,29.40450934,100,5,7,,,dynamics-365;dynamics-business-central,administrator;functional-consultant,intermediate
Administer Microsoft Power Platform subscriptions,https://docs.microsoft.com/en-us/learn/modules/administrating-power-platform-subscriptions/,9,837,"5,938",57.37%,643,183,191,1,166.245,23.97764423,57,4.571428571,7,,,power-apps;dynamics-365;power-platform,administrator;functional-consultant,intermediate
"Adopt, maintain, and troubleshoot Microsoft Teams Rooms",https://docs.microsoft.com/en-us/learn/modules/m365-teams-rooms-troubleshooting/,6,459,"2,344",56.42%,358,101,102,,22.60138889,5.921761281,34,4.833333333,6,,,m365;office-teams,administrator;student,intermediate
Advance Power BI Premium for the enterprise analytics market and beyond,https://docs.microsoft.com/en-us/learn/modules/advance-power-bi-premium-for-enterprise-analytics-market-beyond/,8,18,48,20.00%,10,1,2,,0.297222222,1.981481481,29,,,,,power-bi;azure-synapse-analytics,business-analyst;business-owner;business-user;data-analyst,beginner
Advanced concepts to improve business process flows in Power Automate,https://docs.microsoft.com/en-us/learn/modules/advanced-business-process-flows/,8,"1,812","13,788",64.78%,"1,495",482,501,,362.6061111,24.12014043,62,4.636363636,11,,,power-automate;power-platform,maker;functional-consultant;business-user,intermediate
Advanced configuration for Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/get-started-advanced-configuration/,10,680,"4,686",35.07%,537,94,83,,161.8505556,28.64611603,68,4,2,,,dynamics-365;dynamics-marketing,administrator;functional-consultant;business-user,intermediate
Advanced event management features in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/modules/advanced-event-management-marketing/,5,230,"1,052",69.01%,142,49,47,,18.5,9.652173913,29,5,1,,,dynamics-365;dynamics-marketing,business-user;functional-consultant,intermediate
Align requirements with cloud types and service models in Azure,https://docs.microsoft.com/en-us/learn/modules/align-requirements-in-azure/,8,"8,038","55,235",54.15%,"7,154","1,924","1,974",10,1023.681389,15.35138299,35,4.827380952,168,,,azure,solution-architect,beginner
Allocate costs in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/allocate-costs-dynamics-365-business-central/,7,248,"1,284",40.00%,170,34,34,,25.12416667,12.15685484,55,4.333333333,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Allow users to reset their password with Azure Active Directory self-service password reset,https://docs.microsoft.com/en-us/learn/modules/allow-users-reset-their-password/,6,"9,689","66,518",78.86%,"8,715","3,446","3,766",14,1195.157222,14.84052842,31,4.787564767,193,"1,528","1,294",azure;azure-active-directory,administrator;solution-architect,beginner
Analyze and optimize data warehouse storage in Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/modules/analyze-optimize-data-warehouse-storage-azure-synapse-analytics/,13,"1,515","18,090",72.28%,"1,277",459,510,1,331.7102778,26.39604332,39,4.611111111,18,,,azure-synapse-analytics,data-engineer,advanced
Analyze climate data with Azure Notebooks,https://docs.microsoft.com/en-us/learn/modules/analyze-climate-data-with-azure-notebooks/,8,582,"2,486",15.38%,522,40,40,1,37.31611111,7.720574713,45,4.666666667,3,,,azure,developer;data-scientist;student,beginner
Analyze collaboration and engagement using the Workplace Analytics Ways of working assessment dashboard,https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-ways-working/,5,455,"2,090",57.97%,278,80,81,1,59.6775,15.84358407,31,5,6,,,m365;m365-workplace-analytics;power-bi,business-analyst;data-analyst;business-owner,intermediate
Analyze data with Power BI,https://docs.microsoft.com/en-us/learn/modules/analyze-data-power-bi/,6,"10,842","46,330",41.81%,"6,845","1,427","1,377",7,1121.233333,12.44892672,60,4.685714286,245,,,power-bi;power-platform,business-user;data-analyst,beginner
Analyze DevOps Continuous Planning and Continuous Integration,https://docs.microsoft.com/en-us/learn/modules/analyze-devops-continuous-planning-intergration/,5,"2,239","11,894",63.32%,"1,922",606,637,2,314.9602778,16.94853513,22,4.727272727,33,,,azure,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,beginner
Analyze Dynamics 365 sales data,https://docs.microsoft.com/en-us/learn/modules/analyze-dynamics-365-sales-data/,8,"1,541","7,062",26.65%,"1,312",174,155,,177.4772222,13.88348544,60,4.454545455,11,342,330,dynamics-365;dynamics-sales,business-user;functional-consultant,intermediate
Analyze images,https://docs.microsoft.com/en-us/learn/modules/analyze-images/,7,"1,383","9,974",61.05%,"1,229",373,400,,104.1722222,9.084786822,48,4.761904762,21,,,azure-cognitive-services;azure-computer-vision,ai-engineer;developer,intermediate
Analyze images of rocks by using artificial intelligence,https://docs.microsoft.com/en-us/learn/modules/analyze-rock-images-ai-nasa/,8,243,"1,376",42.25%,142,30,30,,17.77805556,8.815564738,24,4.75,4,,,vs-code,student;data-scientist,beginner
Analyze images with the Computer Vision service,https://docs.microsoft.com/en-us/learn/modules/analyze-images-computer-vision/,5,"10,296","68,460",56.72%,"9,773","2,768","2,855",20,1209.633333,14.14775828,28,4.731843575,179,155,136,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Analyze Microsoft Workplace Analytics data using the wpa R package,https://docs.microsoft.com/en-us/learn/modules/workplace-analytics-r-package/,7,231,664,29.73%,74,11,10,1,10.91305556,5.693768116,50,,,,,m365;m365-workplace-analytics,business-analyst;data-analyst;data-scientist,beginner
Analyze query results using KQL,https://docs.microsoft.com/en-us/learn/modules/analyze-results-kusto-query-language/,7,"1,243","7,642",58.03%,876,253,264,,138.2133333,13.41877023,30,4.555555556,9,,,azure;azure-sentinel,security-operations-analyst,intermediate
Analyze receipts with the Form Recognizer service,https://docs.microsoft.com/en-us/learn/modules/analyze-receipts-form-recognizer/,5,"6,244","41,786",74.86%,"5,760","2,156","2,382",,375.6727778,7.240721705,24,4.784090909,176,124,100,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Analyze text with the Text Analytics service,https://docs.microsoft.com/en-us/learn/modules/analyze-text-with-text-analytics-service/,5,"8,381","48,975",61.12%,"7,821","2,386","2,558",12,894.8058333,12.83489123,36,4.797385621,153,198,157,azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,beginner
Analyze the sentiment of reviews with Keras,https://docs.microsoft.com/en-us/learn/modules/analyze-review-sentiment-with-keras/,5,140,686,48.08%,106,25,28,,23.28194444,20.24516908,35,,,,,azure,developer;data-scientist;student,beginner
Analyze the sentiment of text with AI Builder,https://docs.microsoft.com/en-us/learn/modules/get-started-with-ai-builder-sentiment-analysis/,5,671,"3,634",77.44%,533,206,214,2,55.83305556,9.999950249,55,4.75,8,,,ai-builder;power-platform;power-automate,maker;business-user,beginner
Analyze video,https://docs.microsoft.com/en-us/learn/modules/analyze-video/,7,"1,161","9,066",71.97%,"1,009",362,390,,91.90638889,9.540455594,48,4.875,16,,,azure-cognitive-services;azure-video-indexer,ai-engineer;developer,intermediate
Analyze Windows 10 diagnostic data using Desktop Analytics,https://docs.microsoft.com/en-us/learn/modules/introduction-to-desktop-analytics/,8,193,"1,132",63.93%,123,39,41,,22.64083333,14.15052083,37,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Analyze your Azure infrastructure by using Azure Monitor logs,https://docs.microsoft.com/en-us/learn/modules/analyze-infrastructure-with-azure-monitor-logs/,5,"8,743","49,871",77.40%,"7,330","2,832","3,069",4,984.935,13.55415138,36,4.809815951,163,"1,097","1,035",azure;azure-monitor,solution-architect;administrator;security-engineer,beginner
Analyze your device and app readiness for Windows,https://docs.microsoft.com/en-us/learn/modules/m365-modern-device-app/,5,"3,154","17,203",56.21%,"2,543",715,773,7,403.7991667,15.3828254,18,4.603174603,63,,,m365;office-365;windows,administrator,intermediate
Analyze your directory and network readiness for Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-directory-network-readiness/,4,"2,019","10,894",70.24%,"1,684",590,647,8,213.0227778,12.69251903,23,4.6,45,,,m365;windows,administrator,intermediate
Application and package management using Helm,https://docs.microsoft.com/en-us/learn/modules/aks-app-package-management-using-helm/,8,"2,081","13,076",50.34%,"1,483",371,416,5,309.4183333,17.93729469,58,4.818181818,22,156,126,azure;azure-kubernetes-service,developer;administrator;solution-architect;student,beginner
Application scalability on AKS with HorizontalPodAutoscalers,https://docs.microsoft.com/en-us/learn/modules/aks-application-autoscaling-native/,5,115,332,33.33%,42,7,7,,7.005,7.373684211,10,,,,,azure;azure-kubernetes-service,solution-architect;developer;devops-engineer,beginner
Application types in Microsoft identity,https://docs.microsoft.com/en-us/learn/modules/identity-application-types/,8,939,"5,620",50.16%,611,153,166,,123.8677778,15.84662402,50,4.875,8,,,m365;azure-active-directory,developer,intermediate
Applications and infrastructure migration and modernization,https://docs.microsoft.com/en-us/learn/modules/app-and-infra-migration-and-modernization/,9,"2,033","12,018",49.84%,"1,277",317,332,3,228.4725,13.53242843,43,4.892857143,28,,,azure,business-user,beginner
Apply AI Builder Text Recognition in the transportation industry,https://docs.microsoft.com/en-us/learn/modules/apply-ai-builder-text-recognition-transportation-industry/,7,124,486,27.78%,72,10,10,,9.693611111,9.380913978,108,,,,,ai-builder;power-platform;power-automate,maker;business-user,beginner
Apply and manage sensitivity labels,https://docs.microsoft.com/en-us/learn/modules/apply-manage-sensitivity-labels/,8,896,"6,830",65.37%,724,236,261,1,125.6247222,16.93816479,54,4.666666667,9,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate
Apply basic performance optimization in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/apply-basic-performance-optimization-finance-operations/,13,407,"4,302",57.32%,318,90,92,,104.0844444,31.06998342,51,5,2,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,developer,intermediate
Apply cluster upgrades and security patches with Azure Kubernetes Service,https://docs.microsoft.com/en-us/learn/modules/aks-cluster-upgrades-patches/,6,"1,093","2,440",2.77%,"1,013",14,15,,15.56666667,1.710622711,60,,,444,439,azure;azure-kubernetes-service,solution-architect;devops-engineer,beginner
Apply next-generation protection with Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/m365-apply-next-generation-protection/,5,488,"2,614",75.00%,384,144,157,,43.61722222,10.72554645,12,4.888888889,9,,,m365;m365-security-center;mdatp,security-operations-analyst;security-engineer,beginner
Approach your data-flow diagram with the right threat model focus,https://docs.microsoft.com/en-us/learn/modules/tm-approach-your-data-flow-diagram-with-the-right-threat-model-focus/,4,875,"4,450",90.84%,786,357,390,1,42.20777778,5.79511823,8,4.925925926,27,,,azure-iot-security-center;azure-security-center;m365-security-center;m365-ems-cloud-app-security,administrator;developer;devops-engineer;security-engineer;solution-architect,beginner
Architect full-stack applications and automate deployments with GitHub,https://docs.microsoft.com/en-us/learn/modules/automate-deployments-github-actions-azure/,6,638,"1,988",29.57%,230,34,34,,47.00638889,8.869129979,44,4.666666667,3,24,18,azure-sql-database;github;vs-code;azure-functions;azure-logic-apps;azure-app-service-static;azure-web-apps;azure-devops,developer;database-administrator;solution-architect;devops-engineer;data-engineer,intermediate
Architect modern applications using Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/create-foundation-modern-apps/,8,"1,329","6,776",18.71%,996,93,98,,190.7336111,17.26096028,49,4.8,5,155,79,azure-sql-database;github;vs-code;azure-blob-storage;azure-devops,developer;database-administrator;solution-architect;devops-engineer;student;data-engineer,intermediate;beginner;advanced
Assemble to order in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assemble-to-order-dynamics-365-business-central/,5,181,686,42.11%,115,24,24,,11.25472222,7.503148148,47,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Assemble to stock in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assemble-to-stock-dynamics-365-business-central/,4,140,552,57.14%,98,28,25,,11.25638889,9.648333333,31,,,,,dynamics-365;dynamics-business-central,business-user;functional-consultant,intermediate
Assess and convert SQL Server databases using the Data Migration Assistant (DMA),https://docs.microsoft.com/en-us/learn/modules/assess-convert-sql-server-databases-using-dma/,9,503,"3,108",38.65%,327,63,61,,44.1375,10.55079681,39,4.8,5,62,41,sql-server,administrator,beginner
Assess your existing software development process,https://docs.microsoft.com/en-us/learn/modules/assess-your-development-process/,5,"8,322","45,866",49.94%,"7,900","1,974","1,727",8,1178.275833,17.05586248,16,4.837209302,215,,,azure-devops,devops-engineer;administrator;developer;solution-architect,beginner
Assign an asset to an insurance policy in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/assign-asset-insurance-policy/,7,96,496,61.54%,52,16,16,,6.749166667,8.436458333,36,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Assign and assess learners with assignments and forms in Teams,https://docs.microsoft.com/en-us/learn/modules/assign-assess-learners-with-assignments-forms-teams/,10,138,990,59.52%,84,25,29,2,5.136666667,4.466666667,60,5,2,,,office-teams,k-12-educator;school-leader,beginner
Assistant studio tutorials for Dynamics 365 Sales Insights,https://docs.microsoft.com/en-us/learn/modules/sales-insights-lab/,12,304,"1,466",31.17%,154,24,25,,25.66111111,10.12938596,129,5,4,,,dynamics-365;dynamics-sales;dynamics-sales-insights,business-user;functional-consultant,intermediate
Audit the security of Windows Server IaaS Virtual Machines,https://docs.microsoft.com/en-us/learn/modules/audit-security-of-windows-server-iaas-virtual-machines/,8,414,"2,514",67.44%,260,87,82,,31.47305556,9.166909385,45,4.727272727,11,,,azure;azure-cloud-shell;azure-portal;azure-virtual-machines,administrator;solution-architect;technology-manager,intermediate
Authenticate and authorize multi-tenant apps using Azure Active Directory (Azure AD),https://docs.microsoft.com/en-us/learn/modules/cna-set-up-azure-ad-use-scale/,9,301,"1,104",23.60%,179,21,25,,18.28138889,7.312555556,103,5,3,,,azure;azure-active-directory,administrator;developer;solution-architect;student,intermediate
Authenticate apps to Azure services by using service principals and managed identities for Azure resources,https://docs.microsoft.com/en-us/learn/modules/authenticate-apps-with-managed-identities/,8,"1,372","9,560",55.85%,"1,065",296,318,,280.7213889,24.66073694,66,4.388888889,18,171,149,azure,developer;solution-architect,intermediate
Authenticate users with Azure Static Web Apps,https://docs.microsoft.com/en-us/learn/modules/publish-static-web-app-authentication/,7,985,"5,214",17.33%,705,61,54,1,129.5694444,15.83333333,24,5,5,39,32,vs;azure;azure-functions;azure-app-service;azure-app-service-static,developer,beginner
Authenticate your Azure deployment pipeline by using service principals,https://docs.microsoft.com/en-us/learn/modules/authenticate-azure-deployment-pipeline-service-principals/,8,496,"1,694",10.71%,284,15,17,,41.62777778,10.15311653,34,5,1,,,azure;azure-active-directory;azure-devops;azure-resource-manager,developer;administrator;solution-architect,intermediate
Authentication and user management in Power Apps portals,https://docs.microsoft.com/en-us/learn/modules/authentication-user-management/,8,"1,563","6,830",26.64%,977,130,136,,157.2369444,12.07966283,23,5,1,,,power-platform;power-apps,maker;functional-consultant;administrator,intermediate
Author a basic formula that uses tables and records in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/modules/author-basic-formula-tables-records-powerapps/,9,"2,458","13,260",31.95%,"1,694",270,274,1,304.2188889,14.90051701,58,4.666666667,21,,,power-platform;power-apps,business-user;maker;functional-consultant,intermediate
Author a guide in Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/modules/author-guides/,26,332,"3,504",33.33%,204,34,34,,41.58,15.02891566,211,5,2,,,dynamics-365;dynamics-guides;hololens,functional-consultant;solution-architect;business-user,intermediate
Automate an approval process in Power Automate,https://docs.microsoft.com/en-us/learn/modules/approvals-power-automate/,7,618,"3,340",45.05%,405,91,90,,63.61555556,12.4330076,17,5,9,,,power-platform;power-automate,maker,beginner
