Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Safeguard cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-admin-monitor-secure-recover/,3,"1,280","7,993",19.67%,122,24,26,1757,29.23651042,696,160,learn.cmu-cloud-admin.cmu-monitor-secure-recover,administrator;student,azure,beginner
"Create relationships, business rules, calculations, and rollups in Microsoft Dataverse",https://docs.microsoft.com/en-us/learn/paths/create-relationships-common-data-service/,3,"1,904","15,804",19.66%,"1,129",222,249,1757,17.25129552,"1,608",141,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate
Build the intelligent edge with Azure IoT Edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,"1,670","19,459",19.56%,680,133,145,1757,23.38418164,"1,795",185,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced
Introduction to Secure Network Infrastructure with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-networking-infrastructure/,5,"1,897","9,423",19.53%,128,25,31,1757,13.49261993,71,182,learn.secure-networking-infrastructure,business-user,azure-firewall;azure-firewall-manager;azure-ddos-protection;azure-virtual-wan;azure-private-link,beginner
Perform data engineering with Azure Synapse Apache Spark Pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,"2,843","40,287",19.35%,"1,742",337,381,1757,31.90976082,897,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate
Build expertise with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/advanced-winautomation/,7,317,"2,020",19.27%,109,21,23,1757,7.392639327,195,217,learn-bizapps.advanced-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,advanced
Implement a Data Streaming Solution with Azure Streaming Analytics,https://docs.microsoft.com/en-us/learn/paths/implement-data-streaming-with-asa/,3,"4,486","42,357",19.15%,"2,026",388,420,1757,25.04010254,"3,900",138,learn.data-ai.implement-data-streaming-with-asa,data-engineer,azure;azure-portal;azure-storage;azure-stream-analytics,beginner
Pick and ship items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/pick-ship-items-business-central/,3,140,"1,197",19.15%,94,18,20,1757,15.14619048,65,85,learn-dynamics.pick-ship-items-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Plan and configure Teams Phone,https://docs.microsoft.com/en-us/learn/paths/plan-configure-teams-voice/,7,425,"5,826",18.93%,243,46,48,1757,29.44082353,39,363,learn.wwl.plan-configure-teams-voice,administrator,m365;office-teams,advanced
Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,314,"4,421",18.86%,175,33,33,1757,42.39543524,79,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate
Implement Windows Server IaaS VM Security,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-security/,6,713,"5,213",18.75%,112,21,26,1757,11.09831697,317,263,learn.wwl.implement-windows-server-iaas-vm-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Introduction to version control with Git,https://docs.microsoft.com/en-us/learn/paths/intro-to-vc-git/,4,"4,905","46,466",18.75%,"2,096",393,403,1757,26.90937479,"4,169",161,learn.student-evangelism.intro-to-vc-git,developer,azure;github,beginner
Manage content search and investigations in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,3,493,"3,555",18.72%,203,38,43,1757,15.94009466,115,112,learn.wwl.manage-content-search-investigations-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Use visual tools to create machine learning models with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,"18,613","308,627",18.66%,"12,917","2,410","2,732",1757,34.88063629,"10,129",209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner
Work with Customer Service Insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,606,"3,346",18.60%,344,64,65,1757,13.97026953,182,87,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service;dynamics-cust-svc-insights,intermediate
Manage your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,"1,052","13,843",18.52%,799,148,173,1757,39.02414449,270,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Protect on-premises identities with Microsoft Defender for Identity,https://docs.microsoft.com/en-us/learn/paths/defender-identity-protect-on-premises/,3,242,"1,614",18.40%,163,30,35,1757,13.02520661,84,50,learn-m365.m365-defender-identity-protect-on-premises,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Use Lifecycle Services to design and plan an implementation of Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/use-lcs-design-plan-implementation-finance-operations/,3,"2,160","24,399",18.39%,"1,354",249,205,1757,34.88342593,"1,823",209,learn-dynamics.use-lcs-to-design-and-plan-an-implementation-of-f-and-o,functional-consultant;administrator;solution-architect,dynamics-365;dynamics-finance-operations,beginner
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,"7,761","94,280",18.26%,"2,420",442,484,1757,35.12959026,813,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner
Manage workspaces and datasets in Power BI,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,"8,432","74,313",18.25%,"6,088","1,111","1,199",1757,25.90594363,"7,467",70,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate
Introduction to Secure Application Delivery with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-application-delivery/,4,"2,543","11,411",18.09%,199,36,42,1757,12.75461397,58,135,learn.secure-application-delivery,business-user,azure-front-door;azure-web-application-firewall;azure-private-link;azure-bastion,beginner
Get started with Trade in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/trade-get-started-dynamics-365-business-central/,2,876,"8,263",18.04%,682,123,132,1757,25.56345129,602,150,learn-dynamics.trade-get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Assemble items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/assemble-items-dynamics-365-business-central/,4,211,"1,626",18.03%,122,22,23,1757,19.60663507,357,146,learn-dynamics.assemble-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
AZ-104: Monitor and back up Azure resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,"10,548","193,415",18.01%,"5,657","1,019","1,133",1757,36.92239603,"5,802",290,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner
Work with different technologies in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work-different-technologies/,6,"5,380","27,710",17.98%,573,103,110,1757,11.04402107,386,273,learn-bizapps.pad-work-different-technologies,maker;developer;functional-consultant,power-platform;power-automate,intermediate
Get started with Power Automate buttons,https://docs.microsoft.com/en-us/learn/paths/get-started-power-automate-buttons/,5,"2,882","27,401",17.93%,"1,467",263,268,1757,16.72490169,"1,802",268,learn-bizapps.get-started-power-automate-buttons,functional-consultant;maker;business-user,power-platform;power-automate,intermediate
Bring AI to your business with AI Builder,https://docs.microsoft.com/en-us/learn/paths/bring-ai/,2,"4,404","22,131",17.85%,"2,370",423,477,1757,10.06285952,"2,066",47,learn-bizapps.bring-ai,maker;business-user,ai-builder,beginner
Azure Fundamentals part 2: Describe core Azure services (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-azure-services/,4,"122,586","1,902,526",17.80%,"96,838","17,233","19,456",1757,47.6346588,"37,100",160,learn.az-900-describe-core-azure-services,administrator;solution-architect;developer;student,azure;azure-app-service;azure-blob-storage;azure-container-instances;azure-container-registry;azure-cosmos-db;azure-databricks;azure-data-lake;azure-expressroute;azure-files;azure-hdinsight;azure-kubernetes-service;azure-sql-database;azure-storage;azure-storage-accounts;azure-synapse-analytics;azure-virtual-machines;azure-virtual-network;azure-vpn-gateway,beginner
AI business school for retail,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-retail/,12,"4,781","43,309",17.73%,282,50,51,1757,16.46094959,"1,366",571,learn.ai-business-school-retail,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Protect against malicious threats with Microsoft Defender for Office 365,https://docs.microsoft.com/en-us/learn/paths/defender-office-365-malicious-threats/,3,269,"1,611",17.71%,175,31,33,1757,11.34541512,107,92,learn-m365.defender-office-365-malicious-threats,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Set up fixed assets management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-fixed-assets-management/,6,256,"2,476",17.65%,119,21,22,1757,18.02154948,150,152,learn-dynamics.set-up-fixed-assets-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Prepare data for analysis,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,"25,440","275,783",17.56%,"17,244","3,028","3,321",1757,39.61700275,"13,398",206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-admin/,7,"2,954","23,417",17.52%,234,41,46,1757,28.36579779,181,397,learn.cmu-cloud-admin.cloud-admin,administrator;student,azure,beginner
AZ-204: Develop solutions that use Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/az-204-develop-solutions-that-use-azure-cosmos-db/,3,563,"4,926",17.49%,343,60,70,1757,21.5982534,41,94,learn.wwl.az-204-develop-solutions-that-use-azure-cosmos-db,developer,azure;azure-cosmos-db,intermediate
Use journals in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-journals-dynamics-365-business-central/,3,"1,064","7,992",17.36%,599,104,115,1757,19.4302005,704,132,learn-dynamics.use-journals-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Protect enterprise information with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-information-protection/,5,"1,334","9,040",17.34%,444,77,81,1757,13.14210395,"4,144",60,learn-m365.m365-information-protection,administrator;auditor,m365;office-365;m365-information-protection;m365-security-center,intermediate
Process customer and vendor payments in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-customer-vendor-payments-dynamics-365-business-central/,4,"1,056","11,897",17.28%,648,112,124,1757,23.14403409,686,186,learn-dynamics.process-customer-vendor-payments-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage a company with multiple locations in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/manage-multiple-locations/,4,249,"1,861",17.27%,110,19,20,1757,13.46639893,123,141,learn-dynamics.manage-multiple-locations,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Manage data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-data-governance-microsoft-365/,5,290,"2,718",17.26%,197,34,36,1757,17.17890805,132,155,learn.wwl.manage-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
"Create apps, chatbots, and flows with Microsoft Dataverse and Teams",https://docs.microsoft.com/en-us/learn/paths/work-power-platform-teams/,5,"2,414","22,136",17.15%,"1,079",185,195,1757,20.67676056,481,124,learn-bizapps.work-power-platform-teams,business-user;maker,power-platform;power-apps;power-automate;power-virtual-agents;office-teams;common-data-service,beginner
Set up warehouse tasks in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-tasks/,4,212,"2,123",17.14%,105,18,20,1757,26.11328616,140,224,learn-dynamics.set-up-warehouse-tasks,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Get started with Microsoft data analytics,https://docs.microsoft.com/en-us/learn/paths/data-analytics-microsoft/,2,"124,196","642,395",17.11%,"37,425","6,403","7,034",1757,14.49888483,"19,962",76,learn-bizapps.get-started-data-analytics,data-analyst,power-bi,intermediate
SC-400 part 2: Implement Data Loss Prevention,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,3,"1,284","11,359",17.09%,673,115,112,1757,22.54308152,549,118,learn.wwl.implement-data-loss-prevention,auditor;ip-admin;risk-practitioner,m365;m365-information-protection,intermediate
Get started with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-get-started/,2,"2,706","20,657",17.08%,"1,768",302,324,1757,18.44899606,"1,166",82,learn-bizapps.pad-get-started,maker;developer;functional-consultant,power-platform;power-automate,beginner
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,"74,213","477,307",17.03%,"1,004",171,180,1757,21.03754486,"1,417",325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner
Sell items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/sell-items-services-dynamics-365-business-central/,5,"1,215","12,953",17.00%,594,101,108,1757,31.44906722,708,312,learn-dynamics.sell-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
"Manage chat, teams, channels, and apps in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,"1,453","14,426",16.93%,"1,282",217,239,1757,22.72772425,305,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate
Gain insights into your data through intelligent tools in Power BI,https://docs.microsoft.com/en-us/learn/paths/gain-insights-into-your-data-through-intelligent-tools-power-bi/,8,31,211,16.67%,6,1,1,1757,7.356451613,78,263,learn.wwl.gain-insights-into-your-data-through-intelligent-tools-power-bi,business-analyst;business-owner;business-user;data-analyst,power-bi;azure-synapse-analytics,beginner
Secure cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-fundamentals/,6,344,"3,133",16.67%,162,27,29,1757,22.86613372,205,174,learn-m365.m365-cloud-app-security,administrator,m365;m365-ems-cloud-app-security,beginner
Set up warehouse management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-management/,6,304,"3,461",16.67%,162,27,29,1757,21.17160088,99,164,learn-dynamics.set-up-warehouse-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Work with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work/,6,"3,788","25,920",16.55%,707,117,126,1757,15.10708377,675,233,learn-bizapps.pad-work,maker;developer;functional-consultant,power-platform;power-automate,beginner
Migrate open-source databases to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-open-source-workloads/,4,"2,678","17,025",16.30%,319,52,57,1757,10.04092606,518,248,learn.wwl.migrating-open-source-workloads-to-azure,data-engineer,azure,intermediate
Monitor and maintain Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/monitor-maintain-windows-server-iaas-virtual-machine/,5,677,"5,958",16.29%,178,29,35,1757,12.7220581,305,247,learn.wwl.monitor-maintain-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Realize Integrated Analytical Solutions with Azure Synapse Analytics,https://docs.microsoft.com/en-us/learn/paths/realize-integrated-analytical-solutions-with-azure-synapse-analytics/,4,"6,096","81,097",16.28%,"4,000",651,747,1757,35.848972,"1,400",196,learn.wwl.realize-integrated-analytical-solutions-with-azure-synapse-analytics,data-engineer,azure-synapse-analytics,beginner
Prepare the environment for a Microsoft Teams deployment,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,5,"1,571","24,086",16.24%,"1,287",209,233,1757,42.91564821,206,243,learn.wwl.prepare-environment-for-microsoft-teams-deployment,administrator,m365;office-teams,intermediate
Configure and work with analytics and reporting in Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/configure-analytics-reporting-finance-operations/,2,"1,130","9,128",16.20%,605,98,103,1757,29.39013274,"1,297",155,learn-dynamics.configure-analytics-reporting-finance-operations,functional-consultant;business-user,dynamics-365;dynamics-finance-operations;dynamics-finance,intermediate
Set up Microsoft Dynamics 365 Business Central for reporting,https://docs.microsoft.com/en-us/learn/paths/setup-reporting-dynamics-365-business-central/,3,"1,217","8,838",16.13%,626,101,107,1757,19.70182142,862,174,learn-dynamics.setup-reporting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Implement Windows Server IaaS VM Identity,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-identity/,2,859,"4,673",16.13%,124,20,24,1757,16.5330423,311,148,learn.wwl.implement-windows-server-iaas-vm-identity,administrator;solution-architect;technology-manager,azure;azure-active-directory;azure-cloud-shell;azure-portal;azure-virtual-machines,intermediate
Configure apps in Finance and Operations,https://docs.microsoft.com/en-us/learn/paths/config-d365-finance-operations-apps/,3,646,"5,008",16.11%,329,53,61,1757,10.12848297,890,48,learn.wwl.config-d365-finance-operations-apps,business-analyst;business-user;developer;functional-consultant;solution-architect,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,beginner
Create jobs in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-jobs/,4,266,"2,002",16.07%,168,27,29,1757,17.44505013,165,112,learn-dynamics.create-jobs,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
AZ-204: Implement user authentication and authorization,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-authentication-authorization/,4,247,"1,965",16.06%,137,22,30,1757,12.51079622,18,85,learn.wwl.az-204-implement-authentication-authorization,developer,azure-sdks;microsoft-identity-web,intermediate
Implement goal management in Dynamics 365 Sales and Customer Service,https://docs.microsoft.com/en-us/learn/paths/apply-goal-management-dynamics-365/,2,773,"4,938",16.01%,662,106,116,1757,20.56500647,"1,246",78,learn-bizapps.applying-goal-management,business-user;functional-consultant,dynamics-365;dynamics-sales;dynamics-customer-service,beginner
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-finance/,5,"3,982","54,203",15.98%,"1,665",266,280,1757,46.29831324,539,184,learn.wwl.explore-microsoft-dynamics-365-finance,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-finance,beginner
Deploy Azure resources by using Bicep and GitHub Actions,https://docs.microsoft.com/en-us/learn/paths/bicep-github-actions/,3,620,"2,382",15.91%,88,14,16,1757,10.84857527,2,117,learn.bicep-github-actions,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate
Purchase items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/purchase-items-services-dynamics-365-business-central/,5,"1,093","11,195",15.87%,605,96,103,1757,27.70361391,690,190,learn-dynamics.purchase-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Analyze insights in Dynamics 365 Marketing,https://docs.microsoft.com/en-us/learn/paths/analyze-marketing-insights/,2,366,"2,624",15.79%,285,45,48,1757,15.12504554,649,113,learn-dynamics.analyze-marketing-insights,administrator;functional-consultant;business-user,dynamics-365;dynamics-marketing,intermediate
Process financial periodic activities in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-financial-periodic-activities-dynamics-365-business-central/,4,549,"3,695",15.79%,171,27,28,1757,16.87853673,363,184,learn-dynamics.process-financial-periodic-activities-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
AZ-104: Manage identities and governance in Azure,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-identities-governance/,8,"24,089","428,348",15.70%,"15,285","2,399","2,522",1757,37.47695075,"9,136",247,learn.az-104-manage-identities-governance,administrator,azure;azure-active-directory;azure-rbac;azure-resource-manager;azure-cost-management,beginner
Get up and running quickly with Microsoft Vaccination Management,https://docs.microsoft.com/en-us/learn/paths/vaccination-management/,8,157,"1,229",15.69%,51,8,8,1757,6.156900212,3,242,learn-bizapps.vaccination-management,business-user;functional-consultant,industry-solutions;mscloud-healthcare,intermediate
Manage identity and access in Azure Active Directory,https://docs.microsoft.com/en-us/learn/paths/manage-identity-and-access/,9,"58,560","558,810",15.65%,"7,577","1,186","1,278",1757,24.82938041,"17,609",317,learn.security.manage-identity-and-access,solution-architect;administrator;security-engineer,azure;azure-clis;azure-portal;azure-active-directory,beginner;intermediate
Work with different technologies in WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-winautomation-technology/,6,467,"2,569",15.65%,115,18,18,1757,7.939543183,194,306,learn-bizapps.work-winautomation-technology,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate
Secure your cloud data in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,"49,019","490,481",15.55%,"4,128",642,692,1757,27.20632748,"9,861",287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate
Administer containers in Azure,https://docs.microsoft.com/en-us/learn/paths/administer-containers-in-azure/,7,"21,636","167,909",15.51%,"1,786",277,304,1757,25.07491372,"6,560",310,learn.administer-containers-in-azure,administrator,azure;azure-container-instances;azure-container-registry,beginner
Work with essential development standards for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/essential-development-standards/,4,367,"2,948",15.48%,155,24,27,1757,20.58796549,188,226,learn-dynamics.essential-development-standards,developer,dynamics-365;dynamics-business-central,intermediate
Manage your education devices with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-manage-education-devices/,5,"1,429","6,724",15.47%,181,28,33,1757,13.03874504,180,105,learn-m365-pr.m365-manage-education-devices,administrator,m365;mem-intune,beginner
Collaborating with Microsoft Teams,https://docs.microsoft.com/en-us/learn/paths/teamwork-specialist/,4,"45,342","168,773",15.45%,"2,900",448,474,1757,4.27001088,"1,386",150,learn.wwl.teamwork-specialist,business-analyst;business-owner;business-user;student,office-teams,beginner
Microsoft Azure Data Fundamentals: Explore core data concepts,https://docs.microsoft.com/en-us/learn/paths/azure-data-fundamentals-explore-core-data-concepts/,5,"25,352","342,280",15.28%,"20,923","3,196","3,552",1757,49.53751578,"12,347",99,learn.wwl.azure-data-fundamentals-explore-core-data-concepts,administrator;business-user;data-engineer;student,azure,beginner
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-sales/,4,"8,766","108,897",15.26%,"3,507",535,596,1757,35.08201384,"1,091",191,learn.wwl.explore-microsoft-dynamics-365-sales,business-analyst;business-owner;functional-consultant;student,dynamics-365;dynamics-sales,beginner
Replenish items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/replenish-items-dynamics-365-business-central/,3,338,"2,293",15.25%,177,27,27,1757,17.5285503,343,106,learn-dynamics.replenish-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Implement a secure environment for a database service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,"1,208","10,142",15.23%,814,124,136,1757,31.64001104,"1,392",150,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Build expertise with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-build-expertise/,5,"2,639","11,447",15.22%,460,70,75,1757,9.365460402,374,156,learn-bizapps.pad-build-expertise,maker;developer;functional-consultant,power-platform;power-automate,advanced
"Architect migration, business continuity, and disaster recovery in Azure",https://docs.microsoft.com/en-us/learn/paths/architect-migration-bcdr/,10,"15,546","143,132",15.19%,"2,041",310,288,1757,24.81075947,"7,734",440,learn.architect-migration-bcdr,solution-architect,azure;azure-virtual-machines;azure-backup;azure-site-recovery;azure-app-service;azure-sql-database,intermediate
AI business school for manufacturing,https://docs.microsoft.com/en-us/learn/paths/ai-business-school-manufacturing/,12,"4,876","43,573",15.16%,343,52,52,1757,16.17415915,"1,479",572,learn.ai-business-school-manufacturing,functional-consultant;business-user,azure;dynamics-365;m365,beginner;intermediate
Protect public sector data in Azure,https://docs.microsoft.com/en-us/learn/paths/protect-public-sector-data/,2,219,"1,134",15.15%,66,10,10,1757,3.336986301,44,41,learn.azure.protect-public-sector-data,business-user,azure;azure-blueprints;azure-iot-hub;azure-stack-hub;azure-stack-edge;azure-farmbeats;azure-active-directory;azure-key-vault;azure-security-center;azure-monitor;azure-policy;azure-firewall;azure-network-watcher;azure-ddos-protection;azure-sentinel;azure-advisor,intermediate
Create an enterprise-scale architecture in Azure,https://docs.microsoft.com/en-us/learn/paths/enterprise-scale-architecture/,4,"1,338","8,963",15.10%,768,116,129,1757,19.69642501,"1,224",166,learn.azure.enterprise-scale-architecture,solution-architect,azure,beginner
Get started with Microsoft Viva Topics,https://docs.microsoft.com/en-us/learn/paths/m365-viva-topics/,5,"1,051","9,636",15.04%,705,106,116,1757,20.28017761,273,114,learn-m365-pr.viva-topics,administrator,m365,beginner
Connect your services together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,"9,689","141,987",14.98%,"5,840",875,917,1757,42.89188771,"6,808",240,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate
Detect threats and protect information in cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-intermediate/,3,133,839,14.93%,67,10,10,1757,16.97117794,146,117,learn-m365.m365-cloud-app-security-intermediate,administrator,m365;m365-ems-cloud-app-security,intermediate
SC-300 part 3: Implement Access Management for Apps,https://docs.microsoft.com/en-us/learn/paths/implement-access-management-for-apps/,3,"1,296","12,358",14.86%,"1,070",159,184,1757,30.21274434,692,127,learn.wwl.implement-access-management-for-apps,administrator;identity-access-admin;security-engineer,azure;azure-active-directory,intermediate
AZ-204: Implement secure cloud solutions,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-secure-cloud-solutions/,3,197,"1,223",14.84%,155,23,27,1757,6.947123519,10,63,learn.wwl.az-204-implement-secure-cloud-solutions,developer,azure;azure-app-configuration;azure-key-vault;azure-rbac,intermediate
Data analysis in Power BI,https://docs.microsoft.com/en-us/learn/paths/perform-analytics-power-bi/,2,"11,884","90,379",14.68%,"9,542","1,401","1,544",1757,21.9389333,"10,029",112,learn-bizapps.data-analysis-power-bi,data-analyst,power-bi,intermediate
