Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-omnichannel/,10,"1,110","15,877",10.46%,545,57,62,4173,38.19130631,474,401,learn-dynamics.work-customer-service-omnichannel,administrator;functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate
Connect to Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/connect-finance-operations/,8,"1,715","18,392",17.15%,379,65,55,4173,24.01309038,655,374,learn-dynamics.connect-to-dynamics-365-finance-operations,administrator;developer,dynamics-365;dynamics-finance-operations,intermediate
Connect your services together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,"9,961","132,476",13.84%,"5,917",819,768,4173,39.2127263,"6,550",244,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate
Consume data with Power BI,https://docs.microsoft.com/en-us/learn/paths/consume-data-with-power-bi/,2,"29,078","136,195",6.33%,"19,043","1,205","1,280",4173,10.94391522,"11,018",129,learn-bizapps.get-started-using-power-bi,business-user,power-bi;power-platform,beginner
Continuous integration with Azure DevOps for Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/continuous-integration/,7,"1,176","7,849",3.56%,421,15,16,4173,16.81765873,181,432,learn-dynamics.continuous-integration,developer,dynamics-365;dynamics-business-central,intermediate
Control Azure spending and manage bills with Azure Cost Management and billing,https://docs.microsoft.com/en-us/learn/paths/control-spending-manage-bills/,6,"28,922","247,671",17.90%,961,172,180,4173,22.65717505,"1,748",229,learn.control-spending-manage-bills,administrator;solution-architect;business-analyst;business-user;technology-manager,azure;azure-portal;azure-cost-management;azure-advisor,beginner
Create a business process flow in Power Automate,https://docs.microsoft.com/en-us/learn/paths/create-business-process-flow/,4,"5,620","43,291",12.24%,"3,758",460,494,4173,17.62327995,"3,630",184,learn-bizapps.create-business-process-flow,maker;functional-consultant;business-user,power-automate;power-platform,intermediate
Create a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,"48,829","317,751",11.72%,"17,911","2,099","2,077",4173,14.73081058,"10,874",131,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner
Create a Language Understanding solution,https://docs.microsoft.com/en-us/learn/paths/create-language-understanding-solution/,3,"1,090","14,047",30.40%,806,245,269,4173,21.08214067,73,148,learn.wwl.create-language-understanding-solution,ai-engineer;developer,azure-cognitive-services;azure-language-understanding,intermediate
Create a model-driven application in Power Apps,https://docs.microsoft.com/en-us/learn/paths/create-app-models-business-processes/,4,"13,721","124,555",11.34%,"7,715",875,921,4173,24.04528946,"6,896",249,learn-bizapps.create-app-models-business-processes,business-user;functional-consultant;maker,power-platform;power-apps,beginner
Create an enterprise-scale architecture in Azure,https://docs.microsoft.com/en-us/learn/paths/enterprise-scale-architecture/,4,"1,067","6,142",8.17%,551,45,48,4173,20.1080756,"1,166",166,learn.azure.enterprise-scale-architecture,solution-architect,azure,beginner
Create and use analytics reports with Power BI,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,"132,227","801,732",8.19%,"24,570","2,012","2,159",4173,11.55997325,"24,982",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner
"Create apps, chatbots, and flows with Microsoft Dataverse and Teams",https://docs.microsoft.com/en-us/learn/paths/work-power-platform-teams/,5,"1,729","14,307",16.08%,771,124,134,4173,14.19653943,359,124,learn-bizapps.work-power-platform-teams,business-user;maker,power-platform;power-apps;power-automate;power-virtual-agents;office-teams;common-data-service,beginner
Create bots with Power Virtual Agents,https://docs.microsoft.com/en-us/learn/paths/work-power-virtual-agents/,4,"2,161","23,183",16.10%,"1,559",251,253,4173,29.90226747,"1,286",151,learn-bizapps.work-power-virtual-agents,maker;administrator,power-platform;power-virtual-agents,intermediate
Create cloud native apps with Azure and open-source software,https://docs.microsoft.com/en-us/learn/paths/create-cloud-native-apps-with-azure-open-source/,7,699,"4,650",4.53%,331,15,15,4173,16.73009061,74,518,learn.azure.cna-architect-modern-apps,administrator;developer;solution-architect;student,azure;azure-kubernetes-service;azure-app-service;azure-container-registry;azure-cosmos-db;azure-iot-central;azure-pipelines;github;azure-database-postgresql;azure-monitor;azure-application-insights;azure-active-directory,intermediate
Create components with Power Apps Component Framework,https://docs.microsoft.com/en-us/learn/paths/use-power-apps-component-framework/,3,"2,536","16,015",11.75%,"1,702",200,182,4173,14.70417324,"1,187",156,learn-dynamics.use-power-apps-component-framework,developer,dynamics-365;power-platform;power-apps,advanced
Create computer vision solutions with Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/create-computer-vision-solutions-azure-cognitive-services/,5,"1,472","18,370",19.05%,924,176,197,4173,15.35064538,75,267,learn.wwl.create-computer-vision-solutions-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services;azure-computer-vision;azure-custom-vision;azure-face;azure-video-indexer,intermediate
Create conversational AI solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,"2,059","15,181",15.98%,"1,646",263,291,4173,15.79058605,586,124,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate
Create data-driven websites by using the Python framework Django,https://docs.microsoft.com/en-us/learn/paths/django-create-data-driven-websites/,6,"1,426","10,107",2.50%,881,22,26,4173,14.13053997,282,180,learn.django-create-data-driven-websites,developer;student,azure;vs-code;azure-app-service,intermediate
Create financial reports in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-financial-reports-dynamics-365-business-central/,5,819,"4,826",8.33%,216,18,19,4173,12.67281237,478,224,learn-dynamics.create-financial-reports-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Create fixed assets in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-fixed-assets/,3,169,"1,444",25.53%,94,24,26,4173,17.60788955,127,83,learn-dynamics.create-fixed-assets,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Create intelligent health bots with Azure Health Bot,https://docs.microsoft.com/en-us/learn/paths/create-bots-azure-health-bot/,9,614,"4,966",6.71%,298,20,20,4173,11.92649294,19,277,learn.create-bots-azure-health-bot,developer,vs,beginner
Create jobs in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/create-jobs/,4,188,"1,344",11.11%,117,13,14,4173,12.2679078,155,112,learn-dynamics.create-jobs,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Create machine learning models,https://docs.microsoft.com/en-us/learn/paths/create-machine-learn-models/,5,"14,249","118,854",4.55%,"11,437",520,546,4173,27.49458325,"6,373",318,learn.wwl.create-machine-learn-models,ai-engineer;data-scientist;developer;student,vs-code;azure,intermediate
Create microservices with .NET and ASP.NET Core,https://docs.microsoft.com/en-us/learn/paths/create-microservices-with-dotnet/,9,"6,161","34,590",1.37%,"2,334",32,37,4173,15.51886869,428,463,learn.dotnet.create-microservices-with-dotnet,developer;solution-architect,dotnet;aspnet-core;dotnet-core;azure;azure-application-insights;azure-container-registry;azure-kubernetes-service,beginner;intermediate
"Create relationships, business rules, calculations, and rollups in Microsoft Dataverse",https://docs.microsoft.com/en-us/learn/paths/create-relationships-common-data-service/,3,"1,902","16,113",22.88%,"1,154",264,284,4173,17.40414476,"1,528",141,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate
Create serverless applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,"34,708","431,952",3.22%,"21,323",686,568,4173,36.83806615,"15,539",517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate
Create surveys with Dynamics 365 Customer Voice,https://docs.microsoft.com/en-us/learn/paths/create-surveys/,6,"1,180","8,958",5.10%,549,28,29,4173,15.62957627,399,258,learn-dynamics.create-surveys,functional-consultant;business-user,dynamics-365;customer-voice,intermediate
Creating your first web apps with React,https://docs.microsoft.com/en-us/learn/paths/react/,3,"2,231","12,993",3.98%,"1,660",66,82,4173,10.64114,796,81,learn.react,developer;student,azure-app-service-static;vs-code,beginner;intermediate
Customize and add advanced features to Xamarin.Forms apps,https://docs.microsoft.com/en-us/learn/paths/customize-your-xamarin-forms-apps/,9,"1,632","11,066",4.42%,452,20,23,4173,19.22583742,"1,625",505,learn-xamarin.customize-your-xamarin-forms-apps,developer,xamarin;dotnet;vs,intermediate
Data analysis in Power BI,https://docs.microsoft.com/en-us/learn/paths/perform-analytics-power-bi/,2,"11,979","88,365",13.59%,"9,796","1,331","1,429",4173,18.56855748,"8,957",112,learn-bizapps.data-analysis-power-bi,data-analyst,power-bi,intermediate
Data engineering with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/data-engineer-azure-databricks/,15,"9,327","154,218",6.48%,"5,328",345,371,4173,33.39884386,"3,602",617,learn.wwl.data-engineer-azure-databricks,data-engineer,azure-databricks,intermediate
Data integration at scale Azure Data Factory,https://docs.microsoft.com/en-us/learn/paths/data-integration-scale-azure-data-factory/,8,"9,113","158,126",8.23%,"6,330",521,570,4173,49.32650426,"2,361",348,learn.wwl.data-integration-scale-azure-data-factory,data-engineer;data-scientist,azure-data-factory;azure-synapse-analytics,intermediate
Defend against threats with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-security-threat-protection/,4,"8,006","58,746",13.08%,"3,792",496,581,4173,19.70764635,"5,244",217,learn-m365.m365-security-threat-protection,administrator,m365;office-365;m365-threat-protection,intermediate
Define an AI strategy to create business value across industries,https://docs.microsoft.com/en-us/learn/paths/ai-strategy-for-business-value/,7,"2,704","22,127",10.32%,533,55,59,4173,9.920784024,"1,450",334,learn.ai-strategy-for-business-value,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Deliver engaging and accessible virtual events with Microsoft Teams and Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-virtual-events-fundamentals/,3,394,"3,349",23.60%,250,59,57,4173,10.28422166,142,75,learn-m365-pr.virtual-events-beginner,administrator;business-user,m365;office-teams,beginner
Deliver remote desktops and apps with Azure Virtual Desktop,https://docs.microsoft.com/en-us/learn/paths/m365-wvd/,8,"7,219","61,471",4.44%,"4,323",192,162,4173,21.22958166,"4,234",340,learn-m365.windows-virtual-desktop,administrator,azure;m365;azure-virtual-desktop,intermediate
Demonstrate fundamental knowledge of Microsoft 365 business management solutions,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,5,"22,148","263,823",27.19%,"6,266","1,704","1,830",4173,22.08177262,"5,091",135,learn.wwl.m365-business-management-solutions,business-owner;business-user,m365;office-365,beginner
"Demonstrate fundamental knowledge of Microsoft 365 licensing, service and support",https://docs.microsoft.com/en-us/learn/paths/m365-licensing-service-support/,5,"20,974","220,891",33.77%,"4,533","1,531","1,649",4173,15.40946092,"4,761",67,learn.wwl.m365-licensing-service-support,business-owner;business-user,m365;office-365,beginner
Demonstrate fundamental knowledge of Microsoft 365 productivity and teamwork solutions,https://docs.microsoft.com/en-us/learn/paths/m365-productivity-teamwork-solutions/,5,"28,106","372,985",16.35%,"18,674","3,054","3,158",4173,22.25812401,"9,759",125,learn.wwl.m365-productivity-teamwork-solutions,business-owner;business-user,m365;office-365,beginner
Demonstrate fundamental knowledge of Microsoft 365 security and compliance capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,7,"24,366","317,455",31.58%,"6,036","1,906","1,839",4173,23.29620783,"5,073",171,learn.wwl.m365-security-compliance-capabilities,business-owner;business-user,m365,beginner
Deploy 5G services with Azure,https://docs.microsoft.com/en-us/learn/paths/deploy-5g-services/,4,390,"2,362",20.07%,269,54,55,4173,10.14709402,39,142,learn.oxford.deploy-5g-services-with-azure,data-scientist;student,azure;azure-iot;azure-cloud-shell;azure-iot-edge;azure-iot-hub;azure-resource-manager;azure-virtual-machines,beginner
Deploy a website to Azure with Azure App Service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service/,6,"24,818","274,458",9.12%,"6,494",592,621,4173,14.32816034,"7,971",243,learn.deploy-a-website-with-azure-app-service,developer,azure;azure-app-service;azure-portal,beginner
Deploy a website with Azure virtual machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines/,4,"39,900","335,073",21.65%,"6,442","1,395","1,493",4173,14.4205944,"6,642",246,learn.deploy-a-website-with-azure-virtual-machines,developer,azure;azure-virtual-machines;azure-portal;azure-cloud-shell,beginner
Deploy and configure Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-dynamics-365-business-central/,8,"2,553","43,495",11.84%,"1,411",167,153,4173,38.80233712,"1,248",464,learn-dynamics.deploy-configure-dynamics-365-business-central,functional-consultant;administrator;business-user,dynamics-365;dynamics-business-central,intermediate
Deploy and configure Microsoft Edge and Microsoft Search for all your devices,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-microsoft-edge-search-for-devices/,5,659,"3,346",52.31%,65,34,39,4173,3.300328781,244,104,learn.wwl.deploy-configure-microsoft-edge-search-for-devices,administrator,m365;office-365,intermediate
Deploy and configure Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-windows-server-iaas-virtual-machine/,4,467,"2,186",3.59%,251,9,10,4173,10.09032834,298,204,learn.wwl.deploy-configure-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-clis;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate
Deploy and extend Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/deploy-dynamics-365-commerce/,6,480,"4,062",11.40%,114,13,13,4173,15.42559028,156,533,learn-dynamics.deploy-dynamics-365-commerce,functional-consultant;solution-architect;developer;administrator,dynamics-365;dynamics-commerce,beginner
Deploy and manage compute resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-compute-resources/,14,"43,382","410,588",50.49%,715,361,184,4173,17.7331301,"1,240",681,learn.azure-admin-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner
Deploy and manage resources in Azure by using Bicep,https://docs.microsoft.com/en-us/learn/paths/bicep-deploy/,7,"4,489","37,269",3.27%,"2,355",77,95,4173,23.7195515,267,277,learn.bicep-deploy-manage,developer;administrator;solution-architect,azure;azure-resource-manager,beginner
Deploy and manage resources in Azure by using JSON ARM templates,https://docs.microsoft.com/en-us/learn/paths/deploy-manage-resource-manager-templates/,8,"9,278","65,376",2.30%,"1,699",39,39,4173,20.30082992,647,306,learn.deploy-manage-resource-manager-templates,developer;administrator;solution-architect,azure;azure-resource-manager,beginner
Deploy and work with Loss Prevention for Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/paths/deploy-work-loss-prevention-fraud-protection/,3,218,"1,844",89.74%,39,35,32,4173,11.27882263,30,154,learn-dynamics.deploy-work-loss-prevention-fraud-protection,functional-consultant;administrator;business-user;developer,dynamics-365;dynamics-fraud-protection;dynamics-commerce,intermediate
Deploy applications with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/deploy-applications-with-azure-devops/,8,"6,973","47,435",4.52%,"2,855",129,140,4173,18.43237009,"5,197",437,learn.azdo.deploy-applications-with-azure-devops,devops-engineer;administrator;developer,azure;azure-devops,intermediate
Deploy Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/deploy-project-operations/,3,743,"5,423",6.99%,186,13,13,4173,18.97355316,35,267,learn-dynamics.design-deploy-project-operations,administrator;functional-consultant,dynamics-365;dynamics-project-operations;dynamics-finance;dynamics-finance-operations;dynamics-sales;dynamics-field-service,intermediate
Deploy Teams phone systems with Direct Routing,https://docs.microsoft.com/en-us/learn/paths/m365-teams-direct-routing/,4,656,"4,783",11.45%,428,49,54,4173,17.26247459,752,126,learn-m365.teams-direct-routing,administrator,office-teams,intermediate
Design and configure Microsoft Teams Rooms,https://docs.microsoft.com/en-us/learn/paths/m365-teams-rooms/,8,"1,520","10,324",5.15%,758,39,43,4173,11.32913377,992,267,learn-m365.m365-teams-rooms,administrator,m365;office-teams,intermediate
Design your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/design-microsoft-365-tenant/,6,359,"2,685",12.58%,151,19,16,4173,16.3628598,184,245,learn.wwl.design-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Detect and respond to cyber attacks with Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/paths/defender-detect-respond/,5,6,127,75.00%,4,3,3,4173,1.741666667,35,98,learn-m365.defender-detect-respond,administrator;security-operations-analyst;security-engineer,m365,beginner
Detect threats and protect information in cloud apps using Microsoft Cloud App Security,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-app-security-intermediate/,3,132,616,9.59%,73,7,7,4173,4.523863636,124,117,learn-m365.m365-cloud-app-security-intermediate,administrator,m365;m365-ems-cloud-app-security,intermediate
Develop and deploy applications on Kubernetes,https://docs.microsoft.com/en-us/learn/paths/develop-deploy-applications-kubernetes/,6,"84,655","138,335",1.97%,610,12,14,4173,1.008164117,508,332,learn.develop-deploy-applications-kubernetes,administrator;solution-architect;technology-manager,azure,intermediate
Develop apps for Microsoft Teams – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-msteams-associate/,8,"6,104","35,022",5.21%,"1,671",87,92,4173,13.83598187,"2,839",559,learn-m365.msteams-associate,developer,m365;office-teams,intermediate
Develop apps with the Microsoft Graph Toolkit,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-toolkit/,4,958,"3,958",3.10%,709,22,25,4173,6.441475296,190,91,learn-m365.m365-msgraph-toolkit,developer,m365;ms-graph,beginner
Develop IoT solutions with Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,"2,227","22,223",5.16%,795,41,42,4173,24.86548421,"1,627",285,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate
Develop using Power Apps and Power Automate for Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/power-apps-power-automate-business-central/,5,513,"3,463",4.61%,217,10,10,4173,11.17092268,222,388,learn-dynamics.power-apps-power-automate-business-central,developer;functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Develop Windows 10 applications,https://docs.microsoft.com/en-us/learn/paths/develop-windows10-apps/,4,"6,044","22,216",2.88%,"2,013",58,64,4173,6.910804103,"2,877",270,learn-windows.develop-windows-apps,developer,windows,beginner
Develop with Azure Digital Twins,https://docs.microsoft.com/en-us/learn/paths/develop-azure-digital-twins/,4,"2,071","15,421",2.80%,"1,717",48,51,4173,18.71135522,361,218,learn.azure.develop-azure-digital-twins,developer,azure;azure-iot;azure-time-series-insights;azure-iot-hub;azure-functions;azure-event-grid;azure-event-hubs;azure-digital-twins,intermediate;advanced
Discover the foundation of customizing Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/foundation-customize-business-central/,7,"1,160","11,208",11.84%,321,38,31,4173,18.9570546,411,405,learn-dynamics.foundation-customize-business-central,developer,dynamics-365;dynamics-business-central,intermediate;beginner
Discover the role of Python in space exploration,https://docs.microsoft.com/en-us/learn/paths/introduction-python-space-exploration-nasa/,5,"2,163","13,176",4.75%,"1,263",60,68,4173,11.5263754,"1,844",173,learn.introduction-python-space-exploration-nasa,student;data-scientist,vs-code,beginner
Discover ways to foster an AI-ready culture in your business,https://docs.microsoft.com/en-us/learn/paths/foster-ai-ready-culture/,5,"1,121","10,981",57.30%,185,106,111,4173,13.12194469,"1,101",202,learn.foster-an-ai-ready-culture-in-business,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Distributed programming on the cloud,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-distributed-programming/,5,971,"4,403",11.32%,212,24,24,4173,9.966031583,904,414,learn.cmu-cloud-computing.distributed-programming,developer;student,azure,beginner;intermediate
"Enforce security, privacy, and compliance in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/m365-teams-security/,8,"1,204","7,654",16.17%,303,49,44,4173,11.00651993,780,177,learn-m365.teams-security,administrator,office-teams,intermediate
Explore computer vision in Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/explore-computer-vision-microsoft-azure/,6,"30,821","1,040,595",118.35%,"14,514","17,177","19,552",4173,15.14820469,"5,674",176,learn.wwl.explore-computer-vision-microsoft-azure,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,beginner
Explore Conversational AI with Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/explore-conversational-ai/,1,"22,850","190,982",235.22%,"7,280","17,124","19,452",4173,3.94501167,"2,578",29,learn.wwl.explore-conversational-ai,ai-engineer;data-scientist;developer;solution-architect;student,azure-bot-service;azure-cognitive-services,beginner
Explore data governance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-data-governance-microsoft-365/,6,365,"2,265",6.94%,144,10,10,4173,14.11465753,108,225,learn.wwl.introduction-to-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Explore Microsoft Graph scenarios for JavaScript development,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-scenarios/,3,577,"3,142",5.41%,407,22,22,4173,6.297140381,144,104,learn-m365.m365-msgraph-scenarios,developer,m365;ms-graph,intermediate
Explore Natural Language Processing in Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/explore-natural-language-processing/,4,"25,049","633,765",186.79%,"9,029","16,865","19,201",4173,11.21641117,"5,562",133,learn.wwl.explore-natural-language-processing,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services;azure-language-understanding;azure-portal,beginner
Explore security metrics in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-microsoft-365-security-metrics/,6,527,"3,600",13.87%,137,19,20,4173,11.02466793,119,194,learn.wwl.introduction-to-microsoft-365-security-metrics,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Explore space with Python and Visual Studio Code; inspired by Netflix's Over the Moon,https://docs.microsoft.com/en-us/learn/paths/explore-space-using-python/,3,"1,150","6,044",3.72%,565,21,23,4173,11.91527536,"1,108",129,learn.explore-space-using-python,data-scientist;developer;student,azure-custom-vision;vs-code,beginner
Explore the Microsoft 365 platform services,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-365-platform-services/,8,"1,376","9,011",4.70%,383,18,22,4173,16.32440649,211,268,learn.wwl.explore-microsoft-365-platform-services,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Extend Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/extending-finance-operations/,3,"4,520","27,431",17.18%,419,72,79,4173,14.45106932,586,155,learn-dynamics.extending-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,intermediate
Extend Microsoft 365 – Fundamental,https://docs.microsoft.com/en-us/learn/paths/m365-extend-fundamental/,4,"6,795","41,692",5.56%,"4,298",239,264,4173,14.93424086,"5,422",169,learn-m365.m365-extend-fundamental,developer,m365;office-teams;office-sp-framework;office-add-ins,beginner
Extend Microsoft SharePoint – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-sharepoint-associate/,8,"2,244","14,909",1.46%,"1,229",18,20,4173,19.19760101,"1,606",553,learn-m365.sharepoint-associate,developer,m365;office-365,intermediate
Extend Office clients with Office add-ins – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-office-add-in-associate/,4,"1,257","4,596",1.23%,569,7,7,4173,7.975669584,620,316,learn-m365.m365-office-add-in-associate,developer,m365;office-add-ins,intermediate
Extend Power Apps portals,https://docs.microsoft.com/en-us/learn/paths/extend-power-apps-portals/,3,"1,912","10,092",16.16%,817,132,140,4173,13.37300384,766,142,learn-bizapps.extend-power-apps-portals,maker;functional-consultant;administrator;developer;solution-architect,power-platform;power-apps,advanced
Extending Microsoft Power Platform Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-common-data-service/,2,828,"4,405",12.70%,504,64,67,4173,14.57781804,"1,698",123,learn-dynamics.extend-power-platform-common-data-service,developer,dynamics-365;power-platform;power-apps,intermediate
Extending Microsoft Power Platform user experience Model Driven apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,"1,719","9,150",7.78%,553,43,37,4173,12.8617898,"1,493",217,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate
Extract text from images and documents,https://docs.microsoft.com/en-us/learn/paths/extract-text-from-images-documents/,2,576,"4,431",16.54%,381,63,74,4173,21.13058449,196,91,learn.wwl.extract-text-from-images-documents,ai-engineer;data-scientist;student,azure-form-recognizer,intermediate
Foundations of data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-foundations-using-data-science/,14,"11,678","156,339",3.23%,"3,408",110,133,4173,48.55964492,134,763,learn.machinelearning.machine-learning-foundations-using-data-science,ai-engineer;data-scientist;developer;student,azure,beginner;intermediate
Gain insights into your data through intelligent tools in Power BI,https://docs.microsoft.com/en-us/learn/paths/gain-insights-into-your-data-through-intelligent-tools-power-bi/,8,18,62,,5,,,4173,2.685185185,78,263,learn.wwl.gain-insights-into-your-data-through-intelligent-tools-power-bi,business-analyst;business-owner;business-user;data-analyst,power-bi;azure-synapse-analytics,beginner
Get started and use functionality in Microsoft Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/get-started-use-human-resources/,6,378,"4,149",14.09%,149,21,21,4173,20.82830688,16,430,learn-dynamics.get-started-use-human-resources,functional-consultant;business-user,dynamics-365;dynamics-human-resources,beginner
Get Started Querying with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/get-started-querying-with-transact-sql/,6,"4,869","60,587",9.38%,"2,836",266,284,4173,34.38444581,"1,156",340,learn.wwl.get-started-querying-with-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;sql-server;azure-sql-managed-instance;azure-sqlserver-vm;azure-sql-virtual-machines,beginner
Get started using Microsoft Dataverse,https://docs.microsoft.com/en-us/learn/paths/get-started-cds/,7,"23,581","260,587",16.05%,"7,637","1,226",932,4173,26.32701045,"4,856",325,learn-dynamics.get-started-using-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,beginner
Get started with artificial intelligence on Azure,https://docs.microsoft.com/en-us/learn/paths/get-started-with-artificial-intelligence-on-azure/,1,"49,059","778,443",76.15%,"29,996","22,841","25,719",4173,11.82241926,"12,931",34,learn.wwl.get-started-with-artificial-intelligence-on-azure,ai-engineer;data-scientist;developer;student,azure-bot-service;azure-cognitive-services;azure-machine-learning,beginner
Get started with Azure DevOps,https://docs.microsoft.com/en-us/learn/paths/evolve-your-devops-practices/,4,"13,290","95,186",9.41%,"8,997",847,919,4173,17.53850013,"9,935",110,learn.azdo.evolve-your-devops-practices,devops-engineer;administrator;developer,azure-devops,intermediate
