,LearningPathUid_x,LearningPathUrl,TotalModules,Certification,Title,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid_y,Roles,Products,Levels,Month,Year
207,learn-dynamics.master-planning-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/master-planning-supply-chain-management/,2,mb-330,Master planning in Dynamics 365 Supply Chain Management,2,948,"10,330",11.13%,494,55,51,2180,31.13387834,261,395,learn-dynamics.master-planning-supply-chain-management,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,11,2021
208,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-process-manufacturing-dyn365-supply-chain-mgmt/,4,mb-320,Configure and use process manufacturing in Dynamics 365 Supply Chain Management,4,"7,432","201,577",11.32%,433,49,54,2180,39.44398547,528,600,learn-dynamics.configure-and-use-process-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,11,2021
209,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-lean-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use lean manufacturing in Dynamics 365 Supply Chain Management,7,"7,529","198,670",7.02%,342,24,25,2180,38.37052065,481,718,learn-dynamics.configure-and-use-lean-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,11,2021
210,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-use-discrete-manufacturing-dyn365-supply-chain-mgmt/,7,mb-320,Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management,7,"8,157","208,134",5.90%,525,31,34,2180,38.2343386,591,1105,learn-dynamics.configure-and-use-discrete-manufacturing-in-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,11,2021
211,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,mb-330,Configure and work with warehouse management in Dynamics 365 Supply Chain Management,2,"1,402","10,186",8.94%,772,69,52,2180,31.43644793,765,448,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,11,2021
212,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-work-transportation-mgmt-dyn365-supply-chain-mgmt/,1,mb-330,Configure and work with transportation management in Dynamics 365 Supply Chain Management,1,542,"3,191",14.19%,310,44,52,2180,21.50116851,522,103,learn-dynamics.configure-work-transportation-mgmt-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,11,2021
213,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,mb-330,"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",3,"1,538","11,631",9.44%,413,39,42,2180,30.16556134,552,548,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,11,2021
214,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-products-inventory-dyn365-supply-chain-mgmt/,5,mb-330,Configure and manage products and inventory in Dynamics 365 Supply Chain Management,5,"9,951","281,856",8.45%,"1,515",128,98,2180,23.62065454,"1,214",651,learn-dynamics.configure-manage-products-inventory-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,beginner,11,2021
215,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,https://docs.microsoft.com/en-us/learn/paths/configure-manage-procurement-vendors-dyn365-supply-chain-mgmt/,6,mb-330,Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management,6,"2,292","19,627",5.44%,827,45,47,2180,32.92976294,750,811,learn-dynamics.configure-manage-procurement-vendors-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,11,2021
216,learn-dynamics.manage-order-fulfillment-inventory-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-order-fulfillment-inventory-commerce/,2,mb-340,Manage order fulfillment and inventory in Dynamics 365 Commerce,2,220,"1,668",15.28%,144,22,20,2180,20.59090909,87,242,learn-dynamics.manage-order-fulfillment-inventory-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,11,2021
217,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,https://docs.microsoft.com/en-us/learn/paths/manage-customer-engagement-shopping-experience-commerce/,5,mb-340,Manage customer engagement and shopping experience in Dynamics 365 Commerce,5,214,"1,840",16.42%,134,22,19,2180,20.44953271,84,270,learn-dynamics.manage-customer-engagement-shopping-experience-commerce,business-user;functional-consultant,dynamics-365;dynamics-commerce,intermediate,11,2021
218,learn-dynamics.get-started-dynamics-365-commerce,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-commerce/,4,mb-340,Get started with Dynamics 365 Commerce,4,"1,199","8,920",8.60%,779,67,61,2180,19.76337225,"1,029",210,learn-dynamics.get-started-dynamics-365-commerce,business-user;functional-consultant;administrator;developer,dynamics-365;dynamics-commerce,beginner,11,2021
219,learn-dynamics.configure-work-omnichannel-prequisites-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-omnichannel-prequisites-commerce/,4,mb-340,Configure and work with omnichannel prerequisites in Dynamics 365 Commerce,4,323,"4,642",13.74%,182,25,24,2180,36.16790506,89,422,learn-dynamics.configure-work-omnichannel-prequisites-commerce,functional-consultant;business-user,dynamics-365;dynamics-commerce,intermediate,11,2021
220,learn-dynamics.configure-work-e-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-e-commerce/,2,mb-340,Configure and work with e-Commerce in Dynamics 365 Commerce,2,209,"1,454",9.21%,152,14,15,2180,20.54433812,115,230,learn-dynamics.configure-work-e-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,11,2021
221,learn-dynamics.configure-work-call-centers-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-work-call-centers-commerce/,2,mb-340,Configure and work with call centers in Dynamics 365 Commerce,2,182,"1,060",10.97%,155,17,18,2180,9.357967033,87,125,learn-dynamics.configure-work-call-centers-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,11,2021
222,learn-dynamics.configure-use-pos-commerce,https://docs.microsoft.com/en-us/learn/paths/configure-use-pos-commerce/,3,mb-340,Configure and use point of sale in Dynamics 365 Commerce,3,389,"2,927",11.04%,163,18,18,2180,22.32613539,111,327,learn-dynamics.configure-use-pos-commerce,functional-consultant;business-user;administrator,dynamics-365;dynamics-commerce,intermediate,11,2021
223,learn-dynamics.introduction-development,https://docs.microsoft.com/en-us/learn/paths/intro-developing-power-platform/,3,mb-400,Introduction to developing with Microsoft Power Platform,3,"3,156","12,150",2.96%,"2,672",79,84,2180,11.40200676,"4,266",111,learn-dynamics.introduction-development,developer,dynamics-365;power-platform;power-apps,intermediate,11,2021
224,learn-dynamics.extend-power-platform-model-driven-apps,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-model-driven-app/,3,mb-400,Extending Microsoft Power Platform user experience Model Driven apps,3,"1,623","9,569",8.74%,538,47,40,2180,16.79178476,"1,546",118,learn-dynamics.extend-power-platform-model-driven-apps,developer,dynamics-365;power-platform;power-apps,intermediate,11,2021
225,learn-dynamics.extend-power-platform-common-data-service,https://docs.microsoft.com/en-us/learn/paths/extend-power-platform-common-data-service/,2,mb-400,Extending Microsoft Power Platform Microsoft Dataverse,2,701,"3,296",12.13%,437,53,58,2180,16.89954826,"1,756",123,learn-dynamics.extend-power-platform-common-data-service,developer,dynamics-365;power-platform;power-apps,intermediate,11,2021
226,learn-dynamics.introduction-develop-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,mb-500,Introduction to developing with Finance and Operations apps,8,"1,980","29,426",7.45%,"1,141",85,94,2180,51.72118687,"1,225",530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,11,2021
227,learn-dynamics.extending-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/extending-finance-operations/,3,mb-500,Extend Finance and Operations apps,3,"3,862","30,567",16.01%,406,65,72,2180,33.7609874,617,155,learn-dynamics.extending-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,intermediate,11,2021
228,learn-dynamics.connect-to-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/connect-finance-operations/,8,mb-500,Connect to Finance and Operations apps,8,"6,546","100,256",17.05%,393,67,65,2180,14.06065536,690,374,learn-dynamics.connect-to-dynamics-365-finance-operations,administrator;developer,dynamics-365;dynamics-finance-operations,intermediate,11,2021
229,learn-dynamics.build-dynamics-365-finance-operations,https://docs.microsoft.com/en-us/learn/paths/build-finance-operations/,12,mb-500,Build Finance and Operations apps,12,"3,341","54,329",8.41%,"1,070",90,94,2180,91.97734211,"1,232",805,learn-dynamics.build-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner,11,2021
230,learn-dynamics.become-solution-architect,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,mb-600,Architect solutions for Dynamics 365 and Microsoft Power Platform,5,"3,616","23,234",6.02%,"2,410",145,158,2180,19.52156619,"3,739",237,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced,11,2021
231,learn-dynamics.become-solution-architect,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,mb-700,Architect solutions for Dynamics 365 and Microsoft Power Platform,5,"3,616","23,234",6.02%,"2,410",145,158,2180,19.52156619,"3,739",237,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced,11,2021
232,learn-dynamics.become-solution-architect,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,pl-600,Architect solutions for Dynamics 365 and Microsoft Power Platform,5,"3,616","23,234",6.02%,"2,410",145,158,2180,19.52156619,"3,739",237,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced,11,2021
233,learn.wwl.config-d365-finance-operations-apps,https://docs.microsoft.com/en-us/learn/paths/config-d365-finance-operations-apps/,3,mb-700,Configure apps in Finance and Operations,3,608,"4,883",18.29%,339,62,64,2180,13.55792215,932,48,learn.wwl.config-d365-finance-operations-apps,business-analyst;business-user;developer;functional-consultant;solution-architect,dynamics-365;dynamics-finance;dynamics-finance-operations;dynamics-human-resources;dynamics-scm,beginner,11,2021
234,learn-dynamics.use-success-design,https://docs.microsoft.com/en-us/learn/paths/use-success-design/,13,mb-700,Use Success by Design for Dynamics 365 apps solutions,13,"2,700","24,221",5.07%,"1,283",65,69,2180,22.87978395,540,686,learn-dynamics.use-success-design,solution-architect;functional-consultant,dynamics-365;dynamics-sales;dynamics-marketing;dynamics-customer-service;dynamics-field-service;dynamics-finance;dynamics-scm;dynamics-finance-operations;dynamics-project-operations;dynamics-commerce;dynamics-human-resources,advanced,11,2021
235,learn-dynamics.implement-finance-operations,https://docs.microsoft.com/en-us/learn/paths/implement-finance-operations/,24,mb-700,Implement Finance and Operations apps,24,"53,125","1,467,217",15.50%,987,153,164,2180,39.54729851,"1,097",1426,learn-dynamics.implement-finance-operations,functional-consultant;solution-architect;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,intermediate,11,2021
236,learn-dynamics.work-with-user-interface-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/work-with-user-interface-dynamics-365-business-central/,3,mb-800,Work with the Microsoft Dynamics 365 Business Central user interface,3,"1,436","17,534",21.72%,976,212,200,2180,21.84560121,"1,345",182,learn-dynamics.work-with-user-interface-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner,11,2021
237,learn-dynamics.use-journals-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/use-journals-dynamics-365-business-central/,3,mb-800,Use journals in Microsoft Dynamics 365 Business Central,3,"1,116","8,523",18.44%,553,102,110,2180,18.61164875,726,132,learn-dynamics.use-journals-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
238,learn-dynamics.trade-get-started-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/trade-get-started-dynamics-365-business-central/,2,mb-800,Get started with Trade in Microsoft Dynamics 365 Business Central,2,848,"8,103",17.71%,655,116,114,2180,26.65414701,635,150,learn-dynamics.trade-get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
239,learn-dynamics.setup-reporting-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/setup-reporting-dynamics-365-business-central/,3,mb-800,Set up Microsoft Dynamics 365 Business Central for reporting,3,"1,179","9,213",19.20%,599,115,106,2180,22.47090755,890,174,learn-dynamics.setup-reporting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
240,learn-dynamics.set-up-financial-management-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/set-up-financial-management-dynamics-365-business-central/,4,mb-800,Set up financial management in Microsoft Dynamics 365 Business Central,4,"1,805","20,524",16.85%,914,154,163,2180,33.3954109,975,199,learn-dynamics.set-up-financial-management-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
241,learn-dynamics.sell-items-services-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/sell-items-services-dynamics-365-business-central/,5,mb-800,Sell items and services in Microsoft Dynamics 365 Business Central,5,"1,140","12,671",15.78%,488,77,70,2180,31.44815789,739,312,learn-dynamics.sell-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
242,learn-dynamics.return-items-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/return-items-dynamics-365-business-central/,3,mb-800,Return items in Microsoft Dynamics 365 Business Central,3,446,"4,079",23.37%,291,68,74,2180,18.96008969,592,85,learn-dynamics.return-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
243,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,mb-800,Reconcile bank accounts in Microsoft Dynamics 365 Business Central,3,727,"5,527",20.68%,382,79,72,2180,18.43360844,657,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate,11,2021
244,learn-dynamics.purchase-items-services-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/purchase-items-services-dynamics-365-business-central/,5,mb-800,Purchase items and services in Microsoft Dynamics 365 Business Central,5,"1,094","11,298",19.17%,553,106,99,2180,28.14241316,723,190,learn-dynamics.purchase-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
245,learn-dynamics.process-customer-vendor-payments-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/process-customer-vendor-payments-dynamics-365-business-central/,4,mb-800,Process customer and vendor payments in Microsoft Dynamics 365 Business Central,4,"1,073","10,390",14.33%,621,89,78,2180,19.73873874,708,186,learn-dynamics.process-customer-vendor-payments-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
246,learn-dynamics.get-started-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/get-started-dynamics-365-business-central/,3,mb-800,Get started with Microsoft Dynamics 365 Business Central,3,"6,143","55,836",8.31%,"4,380",364,341,2180,20.89579467,"3,064",188,learn-dynamics.get-started-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner,11,2021
247,learn-dynamics.deploy-configure-dynamics-365-business-central,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-dynamics-365-business-central/,8,mb-800,Deploy and configure Microsoft Dynamics 365 Business Central,8,"2,524","38,934",11.02%,"1,361",150,142,2180,38.98664157,"1,375",464,learn-dynamics.deploy-configure-dynamics-365-business-central,functional-consultant;administrator;business-user,dynamics-365;dynamics-business-central,intermediate,11,2021
248,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-project-operations-crm/,5,mb-910,Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Project Operations,5,"7,241","89,408",25.50%,"1,494",381,403,2180,34.88279013,945,185,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-project-operations,beginner,11,2021
249,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-field-service/,6,mb-910,Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Field Service,6,"7,031","89,357",24.83%,"1,494",371,394,2180,35.72437301,668,234,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-field-service,beginner,11,2021
250,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,mb-910,Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Customer Service,4,"7,491","88,185",19.49%,"2,365",461,482,2180,34.94459574,960,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner,11,2021
251,learn.wwl.explore-microsoft-dynamics-365-sales,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-sales/,4,mb-910,Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Sales,4,"8,268","99,655",17.22%,"3,113",536,568,2180,34.0634696,"1,269",191,learn.wwl.explore-microsoft-dynamics-365-sales,business-analyst;business-owner;functional-consultant;student,dynamics-365;dynamics-sales,beginner,11,2021
252,learn.wwl.explore-microsoft-dynamics-365-marketing,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-marketing/,4,mb-910,Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Marketing,4,"9,642","105,518",9.49%,"6,467",614,652,2180,31.79626115,"1,677",163,learn.wwl.explore-microsoft-dynamics-365-marketing,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-marketing,beginner,11,2021
253,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-human-resources/,3,mb-920,Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Human Resources,3,"3,270","39,645",23.45%,870,204,212,2180,49.17584608,374,105,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-human-resources,beginner,11,2021
254,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,mb-920,Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Commerce,3,"3,224","39,636",21.33%,830,177,185,2180,51.48638854,387,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner,11,2021
255,learn.wwl.explore-microsoft-dynamics-365-supply-chain-management,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-supply-chain-management/,5,mb-920,Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Supply Chain Management,5,"4,054","60,956",8.81%,"2,599",229,242,2180,60.27009127,784,221,learn.wwl.explore-microsoft-dynamics-365-supply-chain-management,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-scm,beginner,11,2021
256,learn.wwl.explore-microsoft-dynamics-365-project-operations-erp,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-project-operations-erp/,3,mb-920,Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Project Operations,3,"3,202","39,769",22.64%,773,175,179,2180,51.8623933,468,158,learn.wwl.explore-microsoft-dynamics-365-project-operations-erp,business-owner;business-user;functional-consultant;student,dynamics-365,beginner,11,2021
257,learn.wwl.explore-microsoft-dynamics-365-finance,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-finance/,5,mb-920,Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Finance,5,"3,713","51,324",15.04%,"1,516",228,238,2180,54.14546189,623,184,learn.wwl.explore-microsoft-dynamics-365-finance,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-finance,beginner,11,2021
258,learn-m365.microsoft-365-get-modern,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,md-100,Microsoft 365 - Modernize your enterprise deployment with Windows devices and Microsoft 365 ProPlus,9,"10,983","227,517",54.43%,"5,660","3,081","3,674",2180,28.76369389,"8,476",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate,11,2021
259,learn-m365.microsoft-365-get-modern,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,md-101,Microsoft 365 - Modernize your enterprise deployment with Windows devices and Microsoft 365 ProPlus,9,"10,983","227,517",54.43%,"5,660","3,081","3,674",2180,28.76369389,"8,476",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate,11,2021
260,learn.endpoint-manager-fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,md-101,Microsoft Endpoint Manager fundamentals,7,"18,244","472,381",49.66%,"8,343","4,143","5,050",2180,40.59730688,"2,470",177,learn.endpoint-manager-fundamentals,administrator,mem,beginner,11,2021
261,learn-m365.manage-enterprise-deployment-m365,https://docs.microsoft.com/en-us/learn/paths/manage-enterprise-deployment-m365/,6,md-101,Manage your enterprise deployment with Microsoft 365,6,"7,936","136,046",127.72%,"2,262","2,889","3,456",2180,26.42581065,"5,843",157,learn-m365.manage-enterprise-deployment-m365,administrator,m365,beginner,11,2021
262,learn.wwl.plan-implement-identity-synchronization,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-synchronization/,5,ms-100,Plan and implement identity synchronization,5,"4,443","56,836",64.91%,815,529,584,2180,18.91607773,243,146,learn.wwl.plan-implement-identity-synchronization,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
263,learn.wwl.manage-your-microsoft-365-tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,ms-100,Manage your Microsoft 365 tenant,5,"1,157","15,934",19.59%,878,172,205,2180,39.68889369,345,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
264,learn.wwl.implement-applications-external-access-azure-ad,https://docs.microsoft.com/en-us/learn/paths/implement-applications-external-access-azure-ad/,3,ms-100,Implement applications and external access in Azure AD,3,644,"6,399",20.83%,557,116,133,2180,23.18985507,178,92,learn.wwl.implement-applications-external-access-azure-ad,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
265,learn.wwl.explore-microsoft-365-platform-services,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-365-platform-services/,8,ms-100,Explore the Microsoft 365 platform services,8,"2,484","28,710",14.67%,"1,036",152,179,2180,31.51661299,391,268,learn.wwl.explore-microsoft-365-platform-services,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
266,learn.wwl.design-your-microsoft-365-tenant,https://docs.microsoft.com/en-us/learn/paths/design-microsoft-365-tenant/,6,ms-100,Design your Microsoft 365 tenant,6,"3,846","51,100",8.61%,"3,288",283,321,2180,44.1358901,515,245,learn.wwl.design-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
267,learn.wwl.configure-your-microsoft-365-tenant,https://docs.microsoft.com/en-us/learn/paths/configure-your-microsoft-365-tenant/,6,ms-100,Configure your Microsoft 365 tenant,6,"1,432","18,514",18.88%,"1,075",203,234,2180,30.18147114,342,146,learn.wwl.configure-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
268,learn.wwl.prepare-for-device-management-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/prepare-for-device-management-microsoft-365/,5,ms-101,Prepare for device management in Microsoft 365,5,"4,297","154,614",476.72%,653,"3,113","3,754",2180,36.77086339,236,142,learn.wwl.prepare-for-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
269,learn.wwl.plan-your-windows-10-deployment-strategy,https://docs.microsoft.com/en-us/learn/paths/plan-your-windows-10-deployment-strategy/,5,ms-101,Plan your Windows devices deployment strategy,5,"4,265","172,825",543.54%,565,"3,071","3,708",2180,39.33237984,168,161,learn.wwl.plan-your-windows-10-deployment-strategy,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
270,learn.wwl.manage-your-microsoft-365-security-services,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,5,ms-101,Manage your Microsoft 365 security services,5,"1,346","16,771",20.90%,488,102,119,2180,16.93281327,289,156,learn.wwl.manage-your-microsoft-365-security-services,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
271,learn.wwl.manage-data-governance-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/manage-data-governance-microsoft-365/,5,ms-101,Manage data governance in Microsoft 365,5,346,"3,187",17.92%,240,43,47,2180,21.93550096,155,155,learn.wwl.manage-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
272,learn.wwl.manage-content-search-investigations-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,3,ms-101,Manage content search and investigations in Microsoft 365,3,816,"7,533",27.91%,258,72,81,2180,13.17726716,140,112,learn.wwl.manage-content-search-investigations-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
273,learn.wwl.introduction-to-microsoft-365-security-metrics,https://docs.microsoft.com/en-us/learn/paths/introduction-to-microsoft-365-security-metrics/,6,ms-101,Explore security metrics in Microsoft 365,6,"2,223","16,736",9.06%,960,87,102,2180,24.72923977,241,194,learn.wwl.introduction-to-microsoft-365-security-metrics,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
274,learn.wwl.introduction-to-data-governance-microsoft-365,https://docs.microsoft.com/en-us/learn/paths/introduction-to-data-governance-microsoft-365/,6,ms-101,Explore data governance in Microsoft 365,6,721,"6,525",13.87%,375,52,59,2180,25.98841886,180,225,learn.wwl.introduction-to-data-governance-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,11,2021
